opportunity_id,content_id,vol_requests,event_time,title,hits,summary,is_priority,category_id,category_desc,amsl,amsl_unit,org_title,org_content_id,addresses_count,locality,region,postalcode,primary_loc,display_url,recurrence_type,hours,created_date,last_modified_date,start_date_date,end_date_date,status,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
5108,37844,8,0,Supervise children in Highland Park Children's Garden,491,Garden with children and supervise activities on Saturdays.,,1.0,Strengthening Communities,,,New York City Department of Parks & Recreation,3706,1,,NY,11415.0,,/opportunities/5108,ongoing,0,February 14 2011,February 14 2011,April 02 2011,October 08 2012,approved,,,,,,,,
5118,37949,15,0,WorldofMoney.org's Youth Amazing Race,332,"From the Cloisters to Wall Street, WoM youth teams will receive clues, then dash to each business, historical landmark, cultural institution or financial institution where they will perform tasks.",,3.0,Education,,,WorldofMoney.org,3155,1,,NY,10036.0,,/opportunities/5118,ongoing,0,February 18 2011,February 22 2011,April 19 2011,April 20 2012,approved,,,,,,,,
5119,37950,4,0,Qualified Board Member Seats Available,276,"The WorldofMoney.org has a five year of a proven track record of delivering empowering financial and business education to underserved youth, ages 12 - 18.",,1.0,Strengthening Communities,,,WorldofMoney.org,3155,1,,NY,10036.0,,/opportunities/5119,ongoing,0,February 18 2011,February 22 2011,February 18 2011,February 18 2012,approved,,,,,,,,
5121,37958,25,0,Young Adult Tutor (Updated 3/30/11),465,"Change your life by changing someone else’s. Tutor young adult males in high school who are aging out of the foster care system. Are you reliable? Social? Do you have a positive attitude? If that was a resounding yes, then see full description...",,3.0,Education,,,JBFCS,1891,1,,NY,10004.0,,/opportunities/5121,ongoing,0,February 18 2011,March 30 2011,February 18 2011,March 30 2012,approved,,,,,,,,
5137,38099,1,0,Health Insurance Claims Manager,119,"Position entails completing mental health claim forms monthly, tracking payments and interfacing with insurance companies regarding payments, etc.",,2.0,Helping Neighbors in Need,,,Institute For Human Identity,3350,1,,NY,10001.0,,/opportunities/5137,ongoing,0,February 24 2011,July 13 2011,February 24 2011,February 24 2012,approved,,,,,,,,
5138,38100,1,0,Health Insurance Claims Manager,236,"Position entails completing mental health claim forms monthly, tracking payments and interfacing with insurance companies regarding payments, etc.",,1.0,Strengthening Communities,,,Institute For Human Identity,3350,1,,NY,10001.0,,/opportunities/5138,ongoing,0,February 24 2011,February 24 2011,February 24 2011,February 24 2012,approved,,,,,,,,
5150,38237,25,0,TimeBanksNYC: THE GREAT EXCHANGE ,3334,Join us at the largest timebanking event in New York City!,y,2.0,Helping Neighbors in Need,,,TimeBanksNYC,36902,1,,NY,10003.0,,/opportunities/5150,onetime,0,March 01 2011,May 16 2011,June 12 2011,June 12 2011,approved,,,,,,,,
5156,38291,250,0,Community Clean Up at Asbury Cementary in Staten Island ,266,Clean up of abandoned cemetery on Staten Island,,1.0,Strengthening Communities,,,Where To Turn,2879,1,,NY,10314.0,,/opportunities/5156,ongoing,0,March 04 2011,March 04 2011,April 02 2011,October 31 2011,approved,,,,,,,,
5174,38410,10,0,Senior Citizen Friendly Visitor ,834,Help decrease social isolation within the senior citizen population by visiting with a senior friend once a week for about an hour.,,2.0,Helping Neighbors in Need,,,"Services Now for Adult Persons, Inc.",37227,1,,NY,11427.0,,/opportunities/5174,ongoing,0,March 09 2011,March 09 2011,March 09 2011,March 08 2012,approved,,,,,,,,
5175,38414,4,0,Shop Volunteer,653,Retail sales support for the Shop@RMA.,,1.0,Strengthening Communities,,,Rubin Museum Of Art,3104,1,"150 17th Street
New York, NY 10011
(40.74018978035866, -73.99762597535062)",NY,10011.0,,/opportunities/5175,ongoing,0,March 09 2011,March 09 2011,March 09 2011,March 08 2012,approved,,,,,,,,
5179,38445,30,0,Tree Care Workshop - Queens 3/20,32,"Help water and care for the 70,000 new street trees that have been planted across New York City! Join the MillionTreesNYC Stewardship Corps and help keep New York City GREEN by coming to a free MillionTreesNYC stewardship workshop",,4.0,Environment,,,MillionTreesNYC,1671,1,,NY,11355.0,,/opportunities/5179,onetime,0,March 10 2011,March 11 2011,March 20 2011,March 20 2011,approved,,,,,,,,
5180,38447,30,0,Tree Care Workshop - Queens 4/9,165,"Help water and care for the 70,000 new street trees that have been planted across New York City! Join the MillionTreesNYC Stewardship Corps and help keep New York City GREEN by coming to a free MillionTreesNYC stewardship workshop",,4.0,Environment,,,MillionTreesNYC,1671,1,,NY,11103.0,,/opportunities/5180,onetime,0,March 10 2011,March 11 2011,April 09 2011,April 09 2011,approved,,,,,,,,
5177,38440,2,0,Movie screener for Seniors,583,A volunteer who can screen movies about nutrition and fitness for low-income seniors in Brooklyn.,,5.0,Health,,,Metropolitan Council on Jewish Poverty,974,1,"80 Maiden Lane
New York, NY 10038
(40.70722063476455, -74.00745556513084)",NY,10038.0,,/opportunities/5177,ongoing,0,March 10 2011,March 11 2011,March 10 2011,December 31 2011,approved,,,,,,,,
5198,38561,20,0,Volunteer at Queens Farm,1103,"Assist farmers with weeding, mulching, planting, and harvesting in our two acre vegetable production.",,5.0,Health,,,Queens County Farm Museum,4459,1,"73 50 Little Neck Parkway
Floral Park, NY 11004
(40.74323783435864, -73.71201500019208)",NY,11004.0,,/opportunities/5198,ongoing,0,March 15 2011,March 15 2011,April 17 2011,October 30 2011,approved,,,,,,,,
5210,38637,1,0,Graphic Designer ,239,To design outdoor signs and promotional flyers.,,1.0,Strengthening Communities,,,"Dorchester Senior Citizens Center, Inc.",3449,1,,NY,11226.0,,/opportunities/5210,ongoing,0,March 17 2011,March 18 2011,March 17 2011,March 16 2012,approved,,,,,,,,
5211,38638,4,0,General Services,411,"Moving, lifting and rearranging",,,,,,"Dorchester Senior Citizens Center, Inc.",3449,1,,NY,11226.0,,/opportunities/5211,ongoing,0,March 17 2011,March 18 2011,March 17 2011,March 16 2012,approved,,,,,,,,
5212,38639,2,0,Handyman Needed!,229,Someone needed for various repairs.,,,,,,"Dorchester Senior Citizens Center, Inc.",3449,1,,NY,11226.0,,/opportunities/5212,ongoing,0,March 17 2011,March 18 2011,March 17 2011,March 16 2012,approved,,,,,,,,
5238,38893,70,0,Volunteer Open House,274,This is an opportunity for adults and high school students to obtain information regarding volunteer opportunities in a hospital/healthcare environment,,5.0,Health,,,Bellevue Hospital,264,1,,NY,10016.0,,/opportunities/5238,onetime,0,March 30 2011,March 31 2011,April 14 2011,April 14 2011,approved,,,,,,,,
5292,39278,5,0,Seeking Drupal Volunteers for the End Poverty Campaign,176,"Drupal, PHP & other website programming and design volunteers wanted for the End Poverty Campaign",,,,,,Hearts and Minds,39195,1,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,,/opportunities/5292,ongoing,0,April 14 2011,April 18 2011,April 14 2011,April 13 2012,approved,,,,,,,,
5319,39469,20,0,Get the tools to volunteer for Recycling!,59,Recycling in the city has declined and we need YOU to help get NYC recycling again!,,4.0,Environment,,,Office of Recycling Outreach and Education,36773,1,,NY,11231.0,,/opportunities/5319,onetime,0,April 22 2011,May 02 2011,May 11 2011,May 11 2011,approved,,,,,,,,
5329,39583,50,0,Volunteers Needed for Family Event,1054,"Volunteers are needed for Cool Culture's Catch the Cool family event on Saturday, June 19, 2011 that will take place at the Queens Museum of Art in Flushing Meadows Corona Park. The event will be an opportunity for Cool Culture families to take part in museum tours, storytelling and art making.",y,1.0,Strengthening Communities,,,Cool Culture,1028,1,,NY,11368.0,,/opportunities/5329,onetime,0,April 27 2011,April 29 2011,June 18 2011,June 18 2011,approved,,,,,,,,
5326,39563,5,0,Clerical Volunteer Support,873,"Assist in filing, mailings, and various clerical duties",,1.0,Strengthening Communities,,,Brooklyn Community Services,39558,1,"285 Schermerhorn Street
Brooklyn, NY 11217
(40.687790343385544, -73.98292053949278)",NY,11217.0,,/opportunities/5326,ongoing,0,April 27 2011,April 29 2011,April 27 2011,April 26 2012,approved,,,,,,,,
5332,39595,50,0,Volunteers for a Children's Cancer Walk!,176,"Hope & Heroes is looking for volunteers for our walk on Saturday, May 21 in Riverside Park! To learn more about the walk please go to www.hopeandheroeswalk.org",,1.0,Strengthening Communities,,,Hope & Heroes Children's Cancer Fund,39591,1,,NY,10025.0,,/opportunities/5332,onetime,0,April 27 2011,April 29 2011,May 21 2011,May 21 2011,approved,,,,,,,,
5339,39765,500,0,BeFitNYC Physical Activity Organizers,1522,Are you looking for ways to be more physically active? Want to help your community get moving?,y,5.0,Health,,,New York City Department of Health and Mental Hygiene,39269,1,,NY,11101.0,,/opportunities/5339,ongoing,0,May 04 2011,June 30 2011,June 06 2011,June 30 2011,approved,,,,,,,,
5350,39868,15,0,Decision Day 2011 Needs Your Help!!,61,"Groundwork, Inc. is hosting a Decision Day pep rally & barbeque in honor of our college bound students! The day also serves as an opportunity to advocate college enrollment throughout the community!",,1.0,Strengthening Communities,,,"Groundwork, Inc.",2215,1,,NY,11207.0,,/opportunities/5350,onetime,0,May 10 2011,May 12 2011,May 16 2011,May 16 2011,approved,,,,,,,,
5361,39954,20,0,Get the tools to volunteer for Recycling!,215,Recycling in the city has declined and we need YOU to help get NYC recycling again!,,4.0,Environment,,,Office of Recycling Outreach and Education,36773,1,,NY,10007.0,,/opportunities/5361,onetime,0,May 13 2011,May 16 2011,June 15 2011,June 15 2011,approved,,,,,,,,
5363,40035,25,0,Gain Valuable Counseling Experience--Volunteer on Samaritans 24-Hour Crisis Hotline,582,Gain experience you can't get anywhere else as you help people who are experiencing some form of personal crisis--from a bad day to a broken heart to a major loss or depressive illness.,,2.0,Helping Neighbors in Need,,,Samaritans of New York,376,1,,NY,10003.0,,/opportunities/5363,ongoing,0,May 16 2011,September 26 2011,September 26 2011,September 26 2012,approved,,,,,,,,
5384,40389,10,0,Heart Gallery NYC Needs Your Help at our Info Table- Finding Homes for Kids!,112,Heart Gallery NYC needs volunteers to help out at our information table in Brooklyn. Our information table is set up at the exhibit at Atlantic Terminal.  Our goal is to raise awareness about children in need of loving families as well as to recruit prospective foster and adoptive parents!,,1.0,Strengthening Communities,,,Heart Gallery NYC,1193,1,,NY,11217.0,,/opportunities/5384,ongoing,0,May 24 2011,May 25 2011,May 25 2011,June 15 2011,approved,,,,,,,,
5388,40552,5,0,Yiddish Speaking Homework Helper Needed,38,Volunteers are paired one on one with tutees to help teach and explain the homework assignments that the tutees have had difficulty with.,,2.0,Helping Neighbors in Need,,,Metropolitan Council on Jewish Poverty,974,1,,NY,11219.0,,/opportunities/5388,ongoing,0,May 27 2011,June 02 2011,June 14 2011,June 29 2011,approved,,,,,,,,
5397,40717,20,0,Skilled volunteers to help Rebuilding Together home repairs,566,Skilled volunteers to help Rebuilding Together with home repairs.,,2.0,Helping Neighbors in Need,,,Rebuilding Together NYC,1486,1,,NY,10163.0,,/opportunities/5397,ongoing,0,June 01 2011,June 02 2011,June 01 2011,May 31 2012,approved,,,,,,,,
5400,40742,20,0,Help the GreenTeam at Advetures NYC!,355,On June 25th the NYC Parks will be hosting Adventures NYC and the GreenTeam will be there keeping it green. Please sign up and help out with this fun and environmentally friendly opportunity.,,4.0,Environment,,,New York City Department of Parks & Recreation,3706,1,,NY,10065.0,,/opportunities/5400,onetime,0,June 01 2011,June 02 2011,June 25 2011,June 25 2011,approved,,,,,,,,
5459,41037,10,0,Volunteer at the Stop 'N' Swap,101,"Volunteers will help us keep things organized at this fun reuse event where people bring clean, working, portable items they no longer need to share with others. Bring your swimsuit and take a dip in the ocean when the event is over! Volunteers will also help set up and break down.",,1.0,Strengthening Communities,,,Office of Recycling Outreach and Education,36773,1,,NY,11693.0,,/opportunities/5459,onetime,0,June 07 2011,June 07 2011,June 18 2011,June 18 2011,approved,,,,,,,,
5462,41100,500,0,Volunteer for Summer Streets ,4662,"Summer Streets Needs Volunteers!   Be an invaluable part of Summer Streets, NYC’s best summer event!",y,1.0,Strengthening Communities,,,NYC Service,3747,1,,NY,10007.0,,/opportunities/5462,ongoing,0,June 09 2011,June 15 2011,August 06 2011,August 20 2011,approved,,,,,,,,
5466,41188,15,0,Available on Tuesday evenings? Tutor with MASA!,100,"MASA-Mexed Inc. is seeking dedicated volunteers to provide tutoring services to elementary- and middle-school students at its South Bronx community center, particularly on Tuesday evenings.",,3.0,Education,,,MASA-MexEd Inc.,41185,1,,NY,10454.0,,/opportunities/5466,ongoing,0,June 11 2011,September 21 2011,September 10 2011,August 25 2012,approved,,,,,,,,
5475,41369,10,0,Volunteers Needed for Senior Lunch Program!,54,"In celebration of Father's Day, we invite fathers and their son or daughter to volunteer at our Senior Lunch Program this Sunday, June 19th at 12pm.",y,2.0,Helping Neighbors in Need,,,Metropolitan Council on Jewish Poverty,974,1,,NY,10016.0,,/opportunities/5475,onetime,0,June 16 2011,June 17 2011,June 19 2011,June 19 2011,approved,,,,,,,,
5478,41494,20,0,Get the tools to volunteer for Recycling!,526,Recycling in the city has declined and we need YOU to help get NYC recycling again! Volunteers will work with OROE's borough-wide coordinators to teach New Yorkers to recycle more and waste less.,,4.0,Environment,,,Office of Recycling Outreach and Education,36773,1,,NY,10007.0,,/opportunities/5478,onetime,0,June 21 2011,September 23 2011,October 19 2011,October 19 2011,approved,,,,,,,,
5484,41535,3,0,Help Us With Outreach,439,"SMART Recovery NYC has a solid program for those suffering from addictive behavior problems. We use a range of cognitive-behavioral techniques to manage urges, modulate emotions and problem solve.",,3.0,Education,,,SMART Recovery NYC ,583,1,,NY,10021.0,,/opportunities/5484,ongoing,0,June 22 2011,August 19 2011,June 22 2011,June 21 2012,approved,,,,,,,,
5496,42494,300,0,NYC Summer Meals Outreach Day,1446,"Volunteer with Share Our Strength, the Coalition Against Hunger, CIty Harvest, The Food Bank for NYC and the Citizens Committee for Children on  July 16th from 10 to 3 to support summer meals.",y,2.0,Helping Neighbors in Need,,,Share Our Strength ,42491,1,,NY,10013.0,,/opportunities/5496,onetime,0,June 30 2011,July 13 2011,July 16 2011,July 16 2011,approved,,,,,,,,
5502,42930,500,0,Community Preparedness Day,355,Are you and your family prepared for an emergency? Join the Red Cross' Centennial Circle for a free Ready NY presentation and receive a FREE Go Bag! Presentations last for 45 minutes and will be held in English and Spanish.,y,6.0,Emergency Preparedness,,,NYC Service,3747,1,,NY,10035.0,,/opportunities/5502,onetime,0,July 01 2011,July 01 2011,July 09 2011,July 09 2011,approved,,,,,,,,
5511,44700,25,0,NYC Compost Project Master Composter Certificate Course,17,The NYC Compost Project Master Composter Certificate Course is a train-the-trainer program for persons interested in volunteering to advance on-site composting in NYC.,,4.0,Environment,,,New York City Department of Sanitation,41239,1,,NY,,,/opportunities/5511,ongoing,0,July 08 2011,July 14 2011,July 08 2011,July 07 2012,approved,,,,,,,,
5559,48731,35,0,EmblemHealth Bronx Open,73,NYJTL is the designated promoter and beneficiary of this professsional tennis tournament held in Crotona Park in the Bronx.,,1.0,Strengthening Communities,,,New York Junior Tennis League,48727,1,,NY,10460.0,,/opportunities/5559,ongoing,0,July 26 2011,July 28 2011,August 07 2011,August 14 2011,approved,,,,,,,,
5565,49030,400,0,9/11 Day of Service at the JCC in Manhattan,886,"Please join the JCC staff, members, and neighbors on the tenth anniversary of the tragedies of September 11. Organized community service activities will take place in and outside of our building in remembrance of the events of 9/11. Choose your project on the morning of the event.",,1.0,Strengthening Communities,,,The JCC In Manhattan,3831,1,,NY,10023.0,,/opportunities/5565,onetime,0,July 29 2011,August 23 2011,September 11 2011,September 11 2011,approved,,,,,,,,
5358,39922,20,0,Registration,155,"Help with registration on the day of the event( June 5, 2011).",,,,,,American Diabetes Association,39913,1,"333 Seventh Avenue
New York, NY 10001
(40.747492275236596, -73.99319231774615)",NY,10001.0,,/opportunities/5358,onetime,0,May 12 2011,June 01 2011,June 05 2011,June 05 2011,approved,,,,,,,,
5571,49212,2,0,Girl Scout Series - Bronx ,183,"We are New York City’s largest girls-only youth and leadership development program where girls learn to lead with courage, confidence and character to make their communities and the world  a better place.",,1.0,Strengthening Communities,,,Girl Scouts NYC,44253,1,,NY,10456.0,,/opportunities/5571,ongoing,0,August 01 2011,August 22 2011,September 19 2011,December 12 2011,approved,,,,,,,,
5562,48877,500,0,DOROT's 9/11 Day of Service and Rosh Hashanah Package Delivery!,523,Deliver a holiday package to a senior on the anniversary of 9/11.,y,2.0,Helping Neighbors in Need,,,DOROT,397,1,"171 85th Street
New York, NY 10024
(40.786855600459035, -73.97516990427897)",NY,10024.0,,/opportunities/5562,onetime,0,July 28 2011,September 02 2011,September 11 2011,September 11 2011,approved,,,,,,,,
5575,49219,1,0,Painting Instructor for JASA's HES Senior Center,79,Help our seniors express themselves through painting!,,1.0,Strengthening Communities,,,Jewish Association for Services for the Aged (JASA),728,1,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,,/opportunities/5575,ongoing,0,August 01 2011,August 01 2011,August 01 2011,July 31 2012,approved,,,,,,,,
5595,49592,30,0,3rd Annual FlyNY Kite Festival,438,"On August 20th, 2011, join NYC Parks and the Cooper-Hewitt National Design Museum for the third annual FlyNY Kite Festival!",,1.0,Strengthening Communities,,,New York City Department of Parks & Recreation,3706,1,,NY,10065.0,,/opportunities/5595,onetime,0,August 04 2011,August 04 2011,August 20 2011,August 20 2011,approved,,,,,,,,
5603,49918,90,0,Tomorrow's Business Leaders: Teach the basics of business to NYC high schoolers,172,TBL is now seeking volunteers to apply for the Fall 2011-Spring 2012 academic year.,,3.0,Education,,,Tomorrow's Business Leaders ,49915,1,,NY,10017.0,,/opportunities/5603,ongoing,0,August 08 2011,August 15 2011,August 08 2011,December 31 2012,approved,,,,,,,,
5609,49961,20,0,NYC Jingle Bell Run/Walk for Arthritis ,101,Come Jingle With Us! Volunteer at the NYC 5k Jingle Bell Run/Walk on December 4th to help in the fight against arthritis.,,,,,,Arthritis Foundation,49908,1,,NY,10168.0,,/opportunities/5609,ongoing,0,August 09 2011,August 09 2011,August 15 2011,December 04 2011,approved,,,,,,,,
5627,50128,30,0,Gardening at Ft Tryon Park,74,Please join us at the Ft Tryon Park!  First time gardener's and those whom have never done any gardening work are welcome! Groups are welcome as well!  Please be prepared to be flexible and dress accordingly as we will be doing various gardening tasks.,,1.0,Strengthening Communities,,,Street Project,3001,1,,NY,10040.0,,/opportunities/5627,onetime,0,August 15 2011,August 15 2011,August 21 2011,August 21 2011,approved,,,,,,,,
5630,50145,3,0,JASA St. Martin's Poetry Instructor,51,Lead a poetry class with our seniors.,,1.0,Strengthening Communities,,,Jewish Association for Services for the Aged (JASA),728,1,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,,/opportunities/5630,ongoing,0,August 15 2011,August 15 2011,August 15 2011,August 14 2012,approved,,,,,,,,
5643,50196,50,0,"New York's College Goal Sunday - February 5, 2012",127,"New York’s College Goal Sunday is a service project of the New York State Financial Aid Administrators Association and the New York State Higher Education Services Corp., the state financial aid agency.",,3.0,Education,,,New York College Goal Sunday,4013,1,,NY,10461.0,,/opportunities/5643,onetime,0,August 16 2011,August 21 2011,February 05 2012,February 05 2012,approved,,,,,,,,
5651,50224,5,0,Volunteer Dance Instructor,15,PAL Brownsville Beacon Center (BBC) seeks dedicated volunteer dance instructor to train 20 middle school and teen participants with or without formal dance experience.,,5.0,Health,,,Police Athletic League Of New York,3067,1,,NY,112112.0,,/opportunities/5651,ongoing,0,August 17 2011,August 18 2011,October 01 2011,January 01 2012,approved,,,,,,,,
5653,50241,5,0,"22nd Annual Latino College - March 17, 2012 - New York University",158,The Latino College Expo is a college fair which takes place in the spring. The organizers of the Latino College Expo are looking for volunteers to help with the pre-Expo activities which include recruiting colleges and high schools.,,3.0,Education,,,New York College Goal Sunday,4013,2,,NY,10461.0,,/opportunities/5653,ongoing,0,August 18 2011,August 26 2011,September 19 2011,March 31 2012,approved,,,,,,,,
5658,50281,100,0,Saturday Tutors Needed!,362,"During GO School Saturday Tutorial Program, a professional teacher models a lesson, activity or project to a classroom of students.  Volunteer tutors continue to work with small groups of (2) to (4) students on the lesson providing individualized attention which allows the students to thrive.",,3.0,Education,,,GO Project,2234,2,,NY,10003.0,,/opportunities/5658,ongoing,0,August 19 2011,September 08 2011,October 08 2011,April 28 2012,approved,,,,,,,,
5659,50285,100,0,YOUR PLANET: THE HUMAN MAPPING PROJECT,449,Artichoke Dance Company performs YOUR PLANET: THE HUMAN MAPPING PROJECT at the culmination of beach clean up days to celebrate the earth.,y,4.0,Environment,,,"Artichoke Dance Company, Inc.",32874,1,,NY,11217.0,,/opportunities/5659,onetime,0,August 19 2011,August 22 2011,September 17 2011,September 17 2011,approved,,,,,,,,
5667,50370,100,0,Give 1 hour/week to help a child learn to read,1250,Reading Partners provides an opportunity and a space for volunteers from the community to give a fraction of their time each week to tutor an elementary school student one-on-one in reading using a structured and easy-to-follow curriculum.,,3.0,Education,,,Reading Partners,39027,7,,NY,11233.0,,/opportunities/5667,ongoing,0,August 22 2011,September 16 2011,September 24 2011,June 14 2012,approved,,,,,,,,
5676,50909,2,0,Storytelling,278,Literacy volunteers needed  to read books aloud to children on Saturdays.,,3.0,Education,,,The Neighborhood Work Play Kids Theater,50876,1,,NY,11205.0,,/opportunities/5676,ongoing,0,August 24 2011,August 25 2011,September 10 2011,June 29 2012,approved,,,,,,,,
5680,51267,1,0,costume making,111,"We need a volunteer to help us hand sew our costumes .  Volunteer should be able to teach childen  to sew by hand - September 17, 24, Oct. 1 and 8",,1.0,Strengthening Communities,,,The Neighborhood Work Play Kids Theater,50876,1,,NY,11205.0,,/opportunities/5680,ongoing,0,August 27 2011,August 31 2011,September 17 2011,October 08 2011,approved,,,,,,,,
5685,51382,2,0,Stage Design,121,Helping children 6-12 design a stage for a December 3 production.,,1.0,Strengthening Communities,,,The Neighborhood Work Play Kids Theater,50876,1,,NY,11205.0,,/opportunities/5685,ongoing,0,August 29 2011,August 31 2011,October 15 2011,June 28 2012,approved,,,,,,,,
5692,51460,30,0,9/11 - Emergency Preparedness Fair,499,What are you doing to honor the 10th anniversary 9/11?  Why not help seniors become better prepared for emergency situations?  Help create and distribute emergency preparedness resources and materials at low income senior housing sites.,y,6.0,Emergency Preparedness,,,Metropolitan Council on Jewish Poverty,974,3,,NY,10021.0,,/opportunities/5692,onetime,0,August 30 2011,September 06 2011,September 11 2011,September 11 2011,approved,,,,,,,,
5716,51670,20,0,9th Annual West Side County Fair,84,"Enjoy a little country right here in Manhattan with live performances, carnival rides, a reptile show, and more at Summer on the Hudson’s 9th Annual West Side County Fair, a park-wide event on Saturday, September 10, from 1-6 pm.",,1.0,Strengthening Communities,,,Summer on the Hudson,51667,1,,NY,10023.0,,/opportunities/5716,onetime,0,September 02 2011,September 07 2011,September 10 2011,September 10 2011,approved,,,,,,,,
5722,51933,15,0,Nutrition Educator for Shape Up New York!,214,"In addition to our fitness classes, which provide many health benefits, we are expanding our nutrition education programs. We are looking for volunteers to provide nutritional education/counseling to our constituents so that they can reach the levels of health and well-being that they strive for.",,5.0,Health,,,New York City Department of Parks & Recreation,3706,1,,NY,10029.0,,/opportunities/5722,ongoing,0,September 07 2011,September 08 2011,September 07 2011,September 06 2012,approved,,,,,,,,
5745,52474,2,0,Manhattan/East 54st Rec. Center: Water Aerobics Instructor for Shape Up New York,20,"NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at the East 54th st. Recreation Center (348 East 54th street, NY, NY, 10022), accessible by the E, M trains.",,5.0,Health,,,New York City Department of Parks & Recreation,3706,1,,NY,10029.0,,/opportunities/5745,ongoing,0,September 14 2011,September 16 2011,September 14 2011,September 13 2012,approved,,,,,,,,
