Exchange,Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
nasdaq,HRTX,"Heron Therapeutics, Inc.  ",14.85,795.5818299,,Health Care,Major Pharmaceuticals
nasdaq,INNL,Innocoll Holdings,1.995,795.25009599,2014.0,Health Care,Major Pharmaceuticals
nasdaq,GLRE,"Greenlight Reinsurance, Ltd.",21.25,794.03444875,2007.0,Finance,Property-Casualty Insurers
nasdaq,LMNX,Luminex Corporation,18.05,793.08207325,2000.0,Health Care,Medical/Dental Instruments
nasdaq,INSY,"Insys Therapeutics, Inc.",11.02,792.96991986,2013.0,Health Care,Major Pharmaceuticals
nasdaq,ICFI,"ICF International, Inc.",41.6,791.125088,2006.0,Consumer Services,Professional Services
nasdaq,CRVL,CorVel Corp.,41.3,789.9856566,,Finance,Specialty Insurers
nasdaq,NXEO,"Nexeo Solutions, Inc.",8.84,789.29651424,,Consumer Durables,Specialty Chemicals
nasdaq,DEPO,"Depomed, Inc.",12.69,788.04337833,,Health Care,Major Pharmaceuticals
nasdaq,ARII,"American Railcar Industries, Inc.",41.22,786.63745116,2006.0,Capital Goods,Railroads
nasdaq,ASPS,Altisource Portfolio Solutions S.A.,42.61,785.17314909,,Consumer Services,Other Consumer Services
nasdaq,RRD,R.R. Donnelley & Sons Company,11.21,784.8004416,,Miscellaneous,Publishing
nasdaq,SKYY,First Trust Cloud Computing ETF,37.97,784.08057594,,,
nasdaq,MGRC,McGrath RentCorp,32.74,784.0489093799999,1984.0,Technology,Diversified Commercial Services
nasdaq,ECPG,Encore Capital Group Inc,30.6,783.3046752,,Finance,Finance Companies
nasdaq,KELYA,"Kelly Services, Inc.",20.48,783.2361369600001,,Technology,Professional Services
nasdaq,UTEK,"Ultratech, Inc.",28.97,782.83924667,1993.0,Technology,Industrial Machinery/Components
nasdaq,ASND,Ascendis Pharma A/S,27.91,782.4902024500001,2015.0,Health Care,Major Pharmaceuticals
nasdaq,CASH,"Meta Financial Group, Inc.",83.65,781.7729913,1993.0,Finance,Savings Institutions
nasdaq,ACOR,"Acorda Therapeutics, Inc.",16.8,779.65188,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,MTGE,MTGE Investment Corp.,16.95,776.27079465,2011.0,Consumer Services,Real Estate Investment Trusts
nasdaq,MTSC,MTS Systems Corporation,46.25,774.24123375,,Capital Goods,Industrial Machinery/Components
nasdaq,CRAY,Cray Inc,19.0,773.991182,,Technology,Computer Manufacturing
nasdaq,IRTC,"iRhythm Technologies, Inc.",34.93,773.79161041,2016.0,Health Care,Medical/Dental Instruments
nasdaq,CRSP,CRISPR Therapeutics AG,19.41,772.71308991,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,KBWB,PowerShares KBW Bank Portfolio,45.42,772.14,,,
nasdaq,CHI,Calamos Convertible Opportunities and Income Fund,11.02,771.37230674,2002.0,,
nasdaq,CTBI,"Community Trust Bancorp, Inc.",43.55,769.1308014,,Finance,Major Banks
nasdaq,FORM,"FormFactor, Inc.",10.7,766.8920264,2003.0,Technology,Semiconductors
nasdaq,PHO,PowerShares Water Resources Portfolio,25.62,766.038,,,
nasdaq,MSFG,"MainSource Financial Group, Inc.",31.66,764.13132304,,Finance,Major Banks
nasdaq,EXTR,"Extreme Networks, Inc.",7.05,762.6049437,1999.0,Technology,Computer Communications Equipment
nasdaq,NCMI,"National CineMedia, Inc.",12.09,760.04991582,2007.0,Consumer Services,Advertising
nasdaq,ORIT,Oritani Financial Corp.,16.55,759.0502922999999,,Finance,Major Banks
nasdaq,HSTM,"HealthStream, Inc.",23.83,757.2492700299999,2000.0,Technology,"Computer Software: Programming, Data Processing"
nasdaq,RRGB,"Red Robin Gourmet Burgers, Inc.",58.85,757.0748834,2002.0,Consumer Services,Restaurants
nasdaq,SBLK,Star Bulk Carriers Corp.,12.0,756.825348,,Transportation,Marine Transportation
nasdaq,TCBK,TriCo Bancshares,33.05,755.8916397,,Finance,Major Banks
nasdaq,ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,228.97,755.601,,,
nasdaq,CNXN,"PC Connection, Inc.",28.21,754.6079650199999,,Consumer Services,Catalog/Specialty Distribution
nasdaq,EDIT,"Editas Medicine, Inc.",20.48,752.01937408,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,20.5,749.570487,,,
nasdaq,AKAO,"Achaogen, Inc.",20.94,749.26595016,2014.0,Health Care,Major Pharmaceuticals
nasdaq,VRTS,"Virtus Investment Partners, Inc.",106.7,745.7416648,,Finance,Investment Managers
nasdaq,NYNY,"Empire Resorts, Inc.",23.9,745.3752033,,Consumer Services,Restaurants
nasdaq,QIWI,QIWI plc,16.55,745.1423508500001,2013.0,Miscellaneous,Business Services
nasdaq,ASNA,"Ascena Retail Group, Inc.",3.82,744.6640195,,Consumer Services,Clothing/Shoe/Accessory Stores
nasdaq,MERC,Mercer International Inc.,11.45,743.9483268500001,,Basic Industries,Paper
nasdaq,AEGN,Aegion Corp,21.97,742.2024038,,Basic Industries,Water Supply
nasdaq,QDEL,Quidel Corporation,22.42,738.75285556,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
nasdaq,LOB,"Live Oak Bancshares, Inc.",21.35,738.16222305,2015.0,Finance,Major Banks
nasdaq,TUSK,"Mammoth Energy Services, Inc.",19.65,736.875,2016.0,Energy,Oilfield Services/Equipment
nasdaq,MMLP,Martin Midstream Partners L.P.,19.15,736.1367623,2002.0,Energy,Oil Refining/Marketing
nasdaq,DCOM,"Dime Community Bancshares, Inc.",19.6,734.9759116,,Finance,Savings Institutions
nasdaq,PLAB,"Photronics, Inc.",10.65,731.95930245,1987.0,Technology,Semiconductors
nasdaq,MRTN,"Marten Transport, Ltd.",22.4,731.679536,1986.0,Transportation,Trucking Freight/Courier Services
nasdaq,CSIQ,Canadian Solar Inc.,12.72,730.60797648,2006.0,Technology,Semiconductors
nasdaq,NMIH,NMI Holdings Inc,12.2,729.1913282,2013.0,Finance,Property-Casualty Insurers
nasdaq,SP,SP Plus Corporation,32.4,728.0617284,,Consumer Services,Rental/Leasing Companies
nasdaq,BOJA,"Bojangles&#39;, Inc.",19.9,727.5979091,2015.0,Consumer Services,Restaurants
nasdaq,VSAR,"Versartis, Inc.",20.75,727.21124375,2014.0,Health Care,Major Pharmaceuticals
nasdaq,FORR,"Forrester Research, Inc.",39.7,724.364215,1996.0,Consumer Services,Diversified Commercial Services
nasdaq,FTSM,First Trust Enhanced Short Maturity ETF,59.99,722.86294276,,,
nasdaq,CNOB,"ConnectOne Bancorp, Inc.",22.6,722.5978456,,Finance,Major Banks
nasdaq,OSUR,"OraSure Technologies, Inc.",12.35,721.3146804500001,,Health Care,Medical/Dental Instruments
nasdaq,CEVA,"CEVA, Inc.",33.45,719.9663935499999,,Technology,Semiconductors
nasdaq,HSKA,Heska Corporation,101.64,719.2107384,1997.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,TRST,TrustCo Bank Corp NY,7.5,718.9720725,,Finance,Major Banks
nasdaq,GBNK,Guaranty Bancorp,24.4,717.7202416,,Finance,Major Banks
nasdaq,HFWA,Heritage Financial Corporation,23.9,715.9566216000001,,Finance,Banks
nasdaq,BCOR,"Blucora, Inc.",17.0,715.456645,,Technology,EDP Services
nasdaq,HMST,"HomeStreet, Inc.",26.6,713.8581884,2012.0,Finance,Major Banks
nasdaq,FFIC,Flushing Financial Corporation,24.69,711.3400099500001,,Finance,Major Banks
nasdaq,UVSP,Univest Corporation of Pennsylvania,26.7,711.2901092999999,,Finance,Major Banks
nasdaq,NANO,Nanometrics Incorporated,28.03,707.1116887999999,1984.0,Capital Goods,Industrial Machinery/Components
nasdaq,PDFS,"PDF Solutions, Inc.",22.04,706.4238539600001,2001.0,Technology,EDP Services
nasdaq,FBNC,First Bancorp,28.62,705.48517512,1987.0,Finance,Major Banks
nasdaq,PVAC,Penn Virginia Corporation,46.96,704.02516528,,Energy,Oil & Gas Production
nasdaq,BGNE,"BeiGene, Ltd.",37.9,700.9233959,2016.0,Health Care,Major Pharmaceuticals
nasdaq,ITRN,Ituran Location and Control Ltd.,29.75,698.39407225,2005.0,Consumer Non-Durables,Electronic Components
nasdaq,RPD,"Rapid7, Inc.",16.3,695.0429862000001,2015.0,Technology,Computer Software: Prepackaged Software
nasdaq,NYMT,"New York Mortgage Trust, Inc.",6.21,694.5464955599999,,Consumer Services,Real Estate Investment Trusts
nasdaq,RTRX,"Retrophin, Inc.",18.19,692.92227477,,Health Care,Major Pharmaceuticals
nasdaq,JNCE,"Jounce Therapeutics, Inc.",21.53,692.50101757,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,PTXP,"PennTex Midstream Partners, LP",17.0,692.142352,2015.0,Public Utilities,Natural Gas Distribution
nasdaq,RBCAA,"Republic Bancorp, Inc.",33.13,690.89053525,1998.0,Finance,Major Banks
nasdaq,NDRM,NeuroDerm Ltd.,26.15,688.7423087000001,2014.0,Health Care,Major Pharmaceuticals
nasdaq,CASS,"Cass Information Systems, Inc",61.46,688.1815099600001,,Miscellaneous,Business Services
nasdaq,PFBC,Preferred Bank,48.34,688.01872438,,,
nasdaq,FNX,First Trust Mid Cap Core AlphaDEX Fund,56.83,687.6431136599999,,,
nasdaq,NNBR,"NN, Inc.",25.05,686.06892405,1994.0,Capital Goods,Metal Fabrications
nasdaq,SCWX,SecureWorks Corp.,8.5,684.8122665,2016.0,Technology,Computer Software: Prepackaged Software
nasdaq,TDIV,First Trust NASDAQ Technology Dividend Index Fund,31.12,681.6836,,,
nasdaq,AMPH,"Amphastar Pharmaceuticals, Inc.",14.8,679.4697167999999,2014.0,Health Care,Major Pharmaceuticals
nasdaq,KNSL,"Kinsale Capital Group, Inc.",32.39,679.17641973,2016.0,Finance,Property-Casualty Insurers
nasdaq,ORBC,ORBCOMM Inc.,9.5,678.503319,2006.0,Consumer Services,Telecommunications Equipment
nasdaq,OMER,Omeros Corporation,15.42,675.73729086,2009.0,Health Care,Major Pharmaceuticals
nasdaq,BBH,VanEck Vectors Biotech ETF,118.95,671.65153185,,,
nasdaq,RDWR,Radware Ltd.,15.19,670.955971,1999.0,Miscellaneous,Business Services
nasdaq,CUNB,CU Bancorp (CA),37.65,670.4381433,,Finance,Major Banks
nasdaq,COBZ,CoBiz Financial Inc.,16.1,669.3595125,1998.0,Finance,Major Banks
nasdaq,DLTH,Duluth Holdings Inc.,20.62,668.9462250199999,2015.0,Consumer Services,Clothing/Shoe/Accessory Stores
nasdaq,OPB,Opus Bank,19.45,666.6900034500001,2014.0,,
nasdaq,KANG,"iKang Healthcare Group, Inc.",14.38,665.54942496,2014.0,Health Care,Medical/Nursing Services
nasdaq,GSBC,"Great Southern Bancorp, Inc.",47.5,665.3146875,1989.0,Finance,Major Banks
nasdaq,AMRI,"Albany Molecular Research, Inc.",15.45,663.43342875,1999.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
nasdaq,LE,"Lands&#39; End, Inc.",20.7,663.0077312999999,,Consumer Services,Clothing/Shoe/Accessory Stores
nasdaq,OFIX,Orthofix International N.V.,36.94,662.94515066,1992.0,Health Care,Medical/Dental Instruments
nasdaq,HDP,"Hortonworks, Inc.",10.62,662.26758606,2014.0,Technology,Computer Software: Prepackaged Software
nasdaq,GBLI,Global Indemnity Limited,37.6,660.6287664,,Finance,Property-Casualty Insurers
nasdaq,VONE,Vanguard Russell 1000 ETF,106.89,660.04575,,,
nasdaq,MGNX,"MacroGenics, Inc.",18.82,658.2816502200001,2013.0,Health Care,Major Pharmaceuticals
nasdaq,MYRG,"MYR Group, Inc.",40.27,658.20650545,,Basic Industries,Water Supply
nasdaq,SEDG,"SolarEdge Technologies, Inc.",15.85,657.3883551,2015.0,Technology,Semiconductors
nasdaq,TPIC,"TPI Composites, Inc.",19.47,656.85672261,2016.0,Energy,Industrial Machinery/Components
nasdaq,INTL,INTL FCStone Inc.,35.22,656.49502392,,Finance,Investment Bankers/Brokers/Service
nasdaq,IIIN,"Insteel Industries, Inc.",34.57,656.31960852,,Capital Goods,Steel/Iron Ore
nasdaq,PI,"Impinj, Inc.",31.89,655.79533566,2016.0,Capital Goods,Industrial Machinery/Components
nasdaq,BMTC,Bryn Mawr Bank Corporation,38.6,655.0208086,,Finance,Major Banks
nasdaq,SGBK,Stonegate Bank,45.78,653.04222354,,,
nasdaq,AFAM,Almost Family Inc,46.9,650.9860231,,Health Care,Medical/Nursing Services
nasdaq,LGIH,"LGI Homes, Inc.",30.07,649.27110923,2013.0,Capital Goods,Homebuilding
nasdaq,FLWS,"1-800 FLOWERS.COM, Inc.",9.9,649.1336742000001,1999.0,Consumer Services,Other Specialty Stores
nasdaq,TSC,"TriState Capital Holdings, Inc.",22.6,647.2374676000001,2013.0,Finance,Major Banks
nasdaq,DHIL,"Diamond Hill Investment Group, Inc.",188.34,647.1823833,,Finance,Investment Managers
nasdaq,CHUBA,"CommerceHub, Inc.",15.01,645.24932463,,Technology,Computer Software: Prepackaged Software
nasdaq,CHUBK,"CommerceHub, Inc.",15.0,644.819445,,Technology,Computer Software: Prepackaged Software
nasdaq,AVAV,"AeroVironment, Inc.",27.41,642.91106127,2007.0,Capital Goods,Aerospace
nasdaq,GPP,Green Plains Partners LP,20.15,640.776045,2015.0,Basic Industries,Major Chemicals
nasdaq,ATRC,"AtriCure, Inc.",19.2,640.10304,2005.0,Health Care,Medical/Dental Instruments
nasdaq,CAC,Camden National Corporation,41.1,639.6476432999999,,Finance,Major Banks
nasdaq,ADRO,"Aduro Biotech, Inc.",9.4,639.1822434,2015.0,Health Care,Major Pharmaceuticals
nasdaq,KTOS,"Kratos Defense & Security Solutions, Inc.",7.39,638.76087238,,Capital Goods,Military/Government/Technical
nasdaq,SPNS,Sapiens International Corporation N.V.,13.07,638.61563567,1992.0,Technology,Computer Software: Prepackaged Software
nasdaq,UIHC,United Insurance Holdings Corp.,14.93,637.2566375900001,,Finance,Property-Casualty Insurers
nasdaq,BDGE,"Bridge Bancorp, Inc.",32.35,637.1086963500001,,Finance,Major Banks
nasdaq,RUTH,"Ruth&#39;s Hospitality Group, Inc.",20.0,636.03196,2005.0,Consumer Services,Restaurants
nasdaq,FRGI,"Fiesta Restaurant Group, Inc.",23.55,633.1415616,,Consumer Services,Restaurants
nasdaq,IMMU,"Immunomedics, Inc.",5.95,631.1730488,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
nasdaq,RVNC,"Revance Therapeutics, Inc.",20.95,631.04812755,2014.0,Health Care,Major Pharmaceuticals
nasdaq,ANIK,Anika Therapeutics Inc.,43.04,630.05662048,,Health Care,Medical/Dental Instruments
nasdaq,TGTX,"TG Therapeutics, Inc.",9.9,629.9225955,,Health Care,Major Pharmaceuticals
nasdaq,KBAL,"Kimball International, Inc.",16.89,628.9113107999999,,Consumer Durables,Home Furnishings
nasdaq,ARCB,ArcBest Corporation,24.55,628.7260155499999,,Transportation,Trucking Freight/Courier Services
nasdaq,EAGL,Double Eagle Acquisition Corp.,10.05,628.125,2015.0,Finance,Business Services
nasdaq,KRNT,Kornit Digital Ltd.,18.65,624.64375995,2015.0,Capital Goods,Industrial Machinery/Components
nasdaq,KERX,"Keryx Biopharmaceuticals, Inc.",5.79,623.3965330499999,,Health Care,Major Pharmaceuticals
nasdaq,CECO,Career Education Corporation,9.05,622.2703256,1998.0,Consumer Services,Other Consumer Services
nasdaq,PSTB,Park Sterling Corporation,11.71,621.35515346,2010.0,Finance,Major Banks
nasdaq,VNDA,Vanda Pharmaceuticals Inc.,13.95,618.6327124500001,2006.0,Health Care,Major Pharmaceuticals
nasdaq,FLIC,The First of Long Island Corporation,25.85,617.85168115,,Finance,Major Banks
nasdaq,DXPE,"DXP Enterprises, Inc.",35.46,615.18358998,,Capital Goods,Industrial Machinery/Components
nasdaq,FSC,Fifth Street Finance Corp.,4.36,614.58843836,2008.0,,
nasdaq,IGOV,iShares S&P/Citigroup International Treasury Bond Fund,92.2,613.13,,,
nasdaq,SPKE,"Spark Energy, Inc.",35.4,610.2649187999999,2014.0,Public Utilities,Power Generation
nasdaq,NEO,"NeoGenomics, Inc.",7.74,610.08946272,,Health Care,Precision Instruments
nasdaq,VICR,Vicor Corporation,15.6,609.640122,,Capital Goods,Industrial Machinery/Components
nasdaq,FTC,First Trust Large Cap Growth AlphaDEX Fund,51.63,609.23410326,,,
nasdaq,FARM,Farmer Brothers Company,36.15,608.1596198999999,,Consumer Non-Durables,Packaged Foods
nasdaq,TCX,Tucows Inc.,57.85,605.6551371,,Technology,EDP Services
nasdaq,GNBC,"Green Bancorp, Inc.",16.25,604.33273875,2014.0,Finance,Major Banks
nasdaq,SNC,"State National Companies, Inc.",14.4,603.711936,,Finance,Property-Casualty Insurers
nasdaq,MSEX,Middlesex Water Company,37.04,603.65925184,,Public Utilities,Water Supply
nasdaq,HONE,"HarborOne Bancorp, Inc.",18.79,603.5513352,2016.0,Finance,Major Banks
nasdaq,HIBB,"Hibbett Sports, Inc.",28.2,601.8310614,1996.0,Consumer Services,Other Specialty Stores
nasdaq,PRFT,"Perficient, Inc.",16.96,600.7209952000001,1999.0,Technology,EDP Services
nasdaq,PDBC,PowerShares Optimum Yield Diversified Commodity Strategy No K-,17.03,599.52412,,,
nasdaq,ITCI,Intra-Cellular Therapies Inc.,13.78,598.19361706,,Health Care,Major Pharmaceuticals
nasdaq,RPXC,RPX Corporation,12.28,595.9014904,2011.0,Miscellaneous,Multi-Sector Companies
nasdaq,BCOM,B Communications Ltd.,19.9346,595.826156457,,Consumer Services,Telecommunications Equipment
nasdaq,ANIP,"ANI Pharmaceuticals, Inc.",51.22,594.180171,,Health Care,Major Pharmaceuticals
nasdaq,GOOD,Gladstone Commercial Corporation,22.88,593.62832672,2003.0,Consumer Services,Real Estate
nasdaq,PGNX,Progenics Pharmaceuticals Inc.,8.45,593.1063365499999,1997.0,Health Care,Major Pharmaceuticals
nasdaq,CTWS,"Connecticut Water Service, Inc.",53.33,587.37107368,,Public Utilities,Water Supply
nasdaq,FINL,"The Finish Line, Inc.",14.48,587.3104072799999,1992.0,Consumer Services,Clothing/Shoe/Accessory Stores
nasdaq,PRSC,The Providence Service Corporation,43.41,586.05392676,2003.0,Consumer Services,Transportation Services
nasdaq,ENTA,"Enanta Pharmaceuticals, Inc.",30.69,584.3764842300001,2013.0,Health Care,Major Pharmaceuticals
nasdaq,GNMK,"GenMark Diagnostics, Inc.",12.42,584.37592884,2010.0,Health Care,Medical/Dental Instruments
nasdaq,CPAA,Conyers Park Acquisition Corp.,11.6,583.625,2016.0,Finance,Business Services
nasdaq,XBKS,"Xenith Bankshares, Inc.",25.2,583.0366247999999,,Finance,Major Banks
nasdaq,SQQQ,ProShares UltraPro Short QQQ,38.76,582.76795668,,,
nasdaq,UEPS,"Net 1 UEPS Technologies, Inc.",11.08,582.0251426,2005.0,Finance,Investment Bankers/Brokers/Service
nasdaq,STKL,"SunOpta, Inc.",6.75,580.43760975,,Consumer Services,Farming/Seeds/Milling
nasdaq,CWST,"Casella Waste Systems, Inc.",13.91,580.42250045,1997.0,Public Utilities,Environmental Services
nasdaq,PLYA,Playa Hotels & Resorts N.V.,10.3,579.375,,Consumer Services,Hotels/Resorts
nasdaq,EMCI,EMC Insurance Group Inc.,27.1,576.3998727999999,1982.0,Finance,Property-Casualty Insurers
nasdaq,SND,"Smart Sand, Inc.",14.18,575.56110938,2016.0,,
nasdaq,ACIU,AC Immune SA,10.1,574.9146442,2016.0,Health Care,Major Pharmaceuticals
nasdaq,TEDU,"Tarena International, Inc.",19.0,574.609761,2014.0,Consumer Services,Other Consumer Services
nasdaq,CTMX,"CytomX Therapeutics, Inc.",15.68,573.39136736,2015.0,Health Care,Major Pharmaceuticals
nasdaq,KFRC,"Kforce, Inc.",21.35,572.3971722,1995.0,Technology,Professional Services
nasdaq,FRED,"Fred&#39;s, Inc.",15.03,569.78450442,1992.0,Consumer Services,Department/Specialty Retail Stores
nasdaq,QTNA,"Quantenna Communications, Inc.",17.2,568.90978,2016.0,Technology,Semiconductors
nasdaq,CARA,"Cara Therapeutics, Inc.",17.53,568.33699213,2014.0,Health Care,Major Pharmaceuticals
nasdaq,PEBO,Peoples Bancorp Inc.,31.1,568.0790999,,Finance,Major Banks
nasdaq,ARDX,"Ardelyx, Inc.",12.0,567.93132,2014.0,Health Care,Major Pharmaceuticals
nasdaq,HCKT,"The Hackett Group, Inc.",19.4,566.230807,,Consumer Services,Professional Services
nasdaq,VIVO,Meridian Bioscience Inc.,13.4,565.5121197999999,1986.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
nasdaq,EVBG,"Everbridge, Inc.",20.74,564.8701808999999,2016.0,,
nasdaq,RCII,Rent-A-Center Inc.,10.56,560.649936,1995.0,Technology,Diversified Commercial Services
nasdaq,CACB,Cascade Bancorp,7.34,559.77810498,,Finance,Major Banks
nasdaq,ANGO,"AngioDynamics, Inc.",15.19,558.82030743,2004.0,Health Care,Medical/Dental Instruments
nasdaq,SALE,"RetailMeNot, Inc.",11.55,557.9136947999999,2013.0,Consumer Services,Advertising
nasdaq,THFF,First Financial Corporation Indiana,45.55,556.7918125,,Finance,Major Banks
nasdaq,CAMP,CalAmp Corp.,15.72,556.68264504,1983.0,Technology,Radio And Television Broadcasting And Communications Equipment
nasdaq,CMCO,Columbus McKinnon Corporation,24.65,555.1358958999999,1996.0,Capital Goods,Construction/Ag Equipment/Trucks
nasdaq,XBIT,XBiotech Inc.,15.78,554.64825336,2015.0,Health Care,Major Pharmaceuticals
nasdaq,PNNT,PennantPark Investment Corporation,7.8,554.2745208,2007.0,,
nasdaq,CSWI,"CSW Industrials, Inc.",34.95,553.8916891499999,,Basic Industries,Home Furnishings
nasdaq,XIV,VelocityShares Daily Inverse VIX Short Term ETN,62.76,553.47309708,,Finance,Investment Bankers/Brokers/Service
nasdaq,ECHO,"Echo Global Logistics, Inc.",19.0,552.445919,2009.0,Transportation,Oil Refining/Marketing
nasdaq,GTYH,"GTY Technology Holdings, Inc.",9.95,549.24,2016.0,Finance,Business Services
nasdaq,HBNC,Horizon Bancorp (IN),24.73,548.9000319500001,,Finance,Major Banks
nasdaq,MPVD,Mountain Province Diamonds Inc.,3.425,547.379503025,,Basic Industries,Precious Metals
nasdaq,QADA,QAD Inc.,28.8,547.2685727999999,,Technology,Computer Software: Prepackaged Software
nasdaq,RUN,Sunrun Inc.,5.23,547.26342917,2015.0,Capital Goods,Industrial Specialties
nasdaq,INWK,"InnerWorkings, Inc.",9.92,546.7405817599999,2006.0,Consumer Durables,Containers/Packaging
nasdaq,STB,Student Transportation Inc,5.92,545.65413152,,Transportation,Other Transportation
nasdaq,FRAN,Francesca&#39;s Holdings Corporation,14.53,545.47594627,2011.0,Consumer Services,Clothing/Shoe/Accessory Stores
nasdaq,ACLS,"Axcelis Technologies, Inc.",18.15,543.2709909,2000.0,Technology,Industrial Machinery/Components
nasdaq,WVE,WAVE Life Sciences Ltd.,23.0,541.479087,2015.0,Health Care,Major Pharmaceuticals
nasdaq,LION,Fidelity Southern Corporation,20.47,539.4825513,,Finance,Major Banks
nasdaq,IFV,First Trust Dorsey Wright International Focus 5 ETF,18.78,538.0470375599999,,,
nasdaq,QCRH,"QCR Holdings, Inc.",40.85,537.4372242999999,,Finance,Major Banks
nasdaq,AUPH,Aurinia Pharmaceuticals Inc,6.83,536.45917405,,Health Care,Major Pharmaceuticals
nasdaq,ESND,Essendant Inc.,14.3,535.8634853,,Consumer Services,Paper
nasdaq,FARO,"FARO Technologies, Inc.",32.0,534.13808,1997.0,Capital Goods,Industrial Machinery/Components
nasdaq,MPAA,"Motorcar Parts of America, Inc.",28.49,532.763,,Capital Goods,Auto Parts:O.E.M.
nasdaq,PRTK,"Paratek Pharmaceuticals, Inc. ",21.9,531.8680428,,Health Care,Major Pharmaceuticals
nasdaq,FTD,"FTD Companies, Inc.",19.36,531.12382752,,Consumer Services,Other Consumer Services
nasdaq,CARB,"Carbonite, Inc.",18.75,529.740225,2011.0,Technology,EDP Services
nasdaq,PCBK,Pacific Continental Corporation (Ore),23.35,529.24832135,,Finance,Major Banks
nasdaq,XCRA,Xcerra Corporation,9.74,528.51128586,,Capital Goods,Electrical Products
nasdaq,BKCC,BlackRock Capital Investment Corporation,7.25,527.85471575,2007.0,,
nasdaq,MBWM,Mercantile Bank Corporation,31.88,523.72977268,1998.0,Finance,Major Banks
nasdaq,RGNX,REGENXBIO Inc.,19.75,523.63836625,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,ELGX,"Endologix, Inc.",6.31,523.2585168,,Health Care,Medical/Dental Instruments
nasdaq,PGC,Peapack-Gladstone Financial Corporation,29.5,517.679924,,Finance,Commercial Banks
nasdaq,CHSCM,CHS Inc,27.22,517.18,,Consumer Services,Farming/Seeds/Milling
nasdaq,RARX,"Ra Pharmaceuticals, Inc.",22.82,514.5034853,2016.0,Health Care,Major Pharmaceuticals
nasdaq,WSBF,"Waterstone Financial, Inc.",17.45,513.60188885,,Finance,Savings Institutions
nasdaq,FITBI,Fifth Third Bancorp,28.5,513.0,,Finance,Major Banks
nasdaq,CCRN,"Cross Country Healthcare, Inc.",14.09,510.72316072,2001.0,Technology,Professional Services
nasdaq,BLDP,"Ballard Power Systems, Inc.",2.92,510.2689196,,Energy,Industrial Machinery/Components
nasdaq,WIFI,"Boingo Wireless, Inc.",13.2,510.1477128,2011.0,Consumer Services,Telecommunications Equipment
nasdaq,LJPC,La Jolla Pharmaceutical Company,27.92,509.86267144,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,WINA,Winmark Corporation,122.25,509.75426025,,Consumer Services,Other Specialty Stores
nasdaq,CYOU,Changyou.com Limited,27.35,509.5867316,2009.0,Technology,Computer Software: Prepackaged Software
nasdaq,TRNC,"tronc, Inc.",13.97,509.08695871,,Consumer Services,Newspapers/Magazines
nasdaq,HTBK,Heritage Commerce Corp,13.39,508.07443141000005,,Finance,Major Banks
nasdaq,PGTI,"PGT Innovations, Inc.",10.3,507.9769347,2006.0,Capital Goods,Building Products
nasdaq,SPPI,"Spectrum Pharmaceuticals, Inc.",6.32,507.1963372,,Health Care,Major Pharmaceuticals
nasdaq,MCRI,"Monarch Casino & Resort, Inc.",29.0,506.821429,1993.0,Consumer Services,Hotels/Resorts
nasdaq,UCTT,"Ultra Clean Holdings, Inc.",15.16,506.38124812,2004.0,Technology,Semiconductors
nasdaq,FDEF,First Defiance Financial Corp.,49.93,506.21934933,,Finance,Savings Institutions
nasdaq,DMLP,"Dorchester Minerals, L.P.",16.5,506.1446115,,Energy,Oil & Gas Production
nasdaq,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,28.08,505.44,,,
nasdaq,FFWM,First Foundation Inc.,15.32,503.92828212,,Finance,Major Banks
nasdaq,NRCIA,National Research Corporation,20.6,503.8102036,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
nasdaq,ATRA,"Atara Biotherapeutics, Inc.",17.3,503.25546030000004,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
nasdaq,CYTK,"Cytokinetics, Incorporated",11.6,501.5988596,2004.0,Health Care,Major Pharmaceuticals
nasdaq,NTLA,"Intellia Therapeutics, Inc.",13.92,501.43322784,2016.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
nasdaq,GRBK,"Green Brick Partners, Inc.",10.2,499.93935239999996,,Capital Goods,Homebuilding
