red,blue,green,scaled_red,scaled_blue,scaled_green
116,227,197,1.5583262955264896,2.71998126002459,2.763885399413457
122,225,193,1.63892937977786,2.6960166674252544,2.7077658989177524
112,217,185,1.5045909060255762,2.600158297027912,2.595526897926343
102,214,190,1.3702524322732927,2.5642114081289087,2.665676273545974
105,226,206,1.4105539743989777,2.7079989637249224,2.890154275528793
99,220,200,1.3299508901476076,2.6361051859269153,2.8059750247852357
99,216,194,1.3299508901476076,2.5881760007282444,2.7217957740416785
105,217,193,1.4105539743989777,2.600158297027912,2.7077658989177524
105,219,195,1.4105539743989777,2.6241228896272477,2.735825649165605
105,222,200,1.4105539743989777,2.660069778526251,2.8059750247852357
112,231,206,1.5045909060255762,2.7679104452232615,2.890154275528793
105,219,192,1.4105539743989777,2.6241228896272477,2.6937360237938264
109,222,192,1.464289363899891,2.660069778526251,2.6937360237938264
112,225,195,1.5045909060255762,2.6960166674252544,2.735825649165605
105,221,190,1.4105539743989777,2.6480874822265834,2.665676273545974
106,213,198,1.4239878217742061,2.552229111829241,2.777915274537383
109,220,195,1.464289363899891,2.6361051859269153,2.735825649165605
112,229,192,1.5045909060255762,2.7439458526239258,2.6937360237938264
113,234,190,1.5180247534008047,2.803857334122265,2.665676273545974
112,230,191,1.5045909060255762,2.7559281489235934,2.6797061486699003
109,223,194,1.464289363899891,2.6720520748259187,2.7217957740416785
108,218,196,1.4508555165246628,2.61214059332758,2.749855524289531
109,222,195,1.464289363899891,2.660069778526251,2.735825649165605
109,226,192,1.464289363899891,2.7079989637249224,2.6937360237938264
116,231,191,1.5583262955264896,2.7679104452232615,2.6797061486699003
133,236,201,1.7867017009053718,2.8278219267216,2.820004899909162
101,177,156,1.3568185848980643,2.1208664450412003,2.1886605193324837
0,17,11,0.0,0.20369903709435255,0.15432862636318798
6,0,0,0.08060308425137015,0.0,0.0
82,32,37,1.1015754847687254,0.3834334815893695,0.5191053795852686
160,86,91,2.1494155800365373,1.0304774817714306,1.2767186362772822
178,76,78,2.391224832790648,0.9106545187747527,1.0943302596662419
178,80,78,2.391224832790648,0.9585837039734239,1.0943302596662419
181,83,76,2.431526374916333,0.9945305928724272,1.0662705094183895
187,80,74,2.5121294591677032,0.9585837039734239,1.0382107591705372
191,73,73,2.5658648486686166,0.8747076298757492,1.0241808840466111
189,71,74,2.5389971539181597,0.8507430372764136,1.0382107591705372
181,73,78,2.431526374916333,0.8747076298757492,1.0943302596662419
172,78,81,2.310621748539278,0.9346191113740883,1.1364198850380205
173,77,79,2.324055595914506,0.9226368150744204,1.1083601347901681
179,71,76,2.4046586801658765,0.8507430372764136,1.0662705094183895
190,72,75,2.5524310012933884,0.8627253335760814,1.0522406342944635
188,71,69,2.5255633065429315,0.8507430372764136,0.9680613835509063
184,77,71,2.471827917042018,0.9226368150744204,0.9961211337987587
180,83,76,2.4180925275411047,0.9945305928724272,1.0662705094183895
181,85,82,2.431526374916333,1.0184951854717628,1.1504497601619466
170,71,75,2.283754053788821,0.8507430372764136,1.0522406342944635
175,76,77,2.350923290664963,0.9106545187747527,1.0803003845423158
173,74,78,2.324055595914506,0.886689926175417,1.0943302596662419
172,72,79,2.310621748539278,0.8627253335760814,1.1083601347901681
170,72,80,2.283754053788821,0.8627253335760814,1.1223900099140942
173,74,78,2.324055595914506,0.886689926175417,1.0943302596662419
178,76,75,2.391224832790648,0.9106545187747527,1.0522406342944635
182,79,73,2.444960222291561,0.946601407673756,1.0241808840466111
186,79,70,2.498695611792475,0.946601407673756,0.9820912586748325
192,80,77,2.579298696043845,0.9585837039734239,1.0803003845423158
180,62,65,2.4180925275411047,0.7429023705794034,0.9119418830552016
183,60,71,2.45839406966679,0.7189377779800679,0.9961211337987587
192,69,85,2.579298696043845,0.8267784446770781,1.1925393855337252
183,64,77,2.45839406966679,0.766866963178739,1.0803003845423158
179,70,74,2.4046586801658765,0.8387607409767458,1.0382107591705372
183,80,74,2.45839406966679,0.9585837039734239,1.0382107591705372
183,85,71,2.45839406966679,1.0184951854717628,0.9961211337987587
176,79,81,2.3643571380401913,0.946601407673756,1.1364198850380205
182,76,76,2.444960222291561,0.9106545187747527,1.0662705094183895
183,75,75,2.45839406966679,0.8986722224750848,1.0522406342944635
178,81,74,2.391224832790648,0.9705660002730916,1.0382107591705372
179,81,74,2.4046586801658765,0.9705660002730916,1.0382107591705372
193,75,70,2.5927325434190736,0.8986722224750848,0.9820912586748325
198,73,69,2.659901780295215,0.8747076298757492,0.9680613835509063
178,84,79,2.391224832790648,1.006512889172095,1.1083601347901681
117,76,67,1.571760142901718,0.9106545187747527,0.940001633303054
19,9,0,0.2552431001293388,0.10784066669701017,0.0
1,11,0,0.01343384737522836,0.13180525929634576,0.0
30,81,61,0.4030154212568508,0.9705660002730916,0.8558223825594969
112,217,189,1.5045909060255762,2.600158297027912,2.6516463984220477
88,233,194,1.1821785690200957,2.7918750378225967,2.7217957740416785
82,238,193,1.1015754847687254,2.8517865193209357,2.7077658989177524
93,241,199,1.2493478058962375,2.887733408219939,2.7919451496613097
90,233,197,1.2090462637705524,2.7918750378225967,2.763885399413457
87,233,202,1.1687447216448672,2.7918750378225967,2.8340347750330883
85,242,210,1.1418770268944105,2.899715704519607,2.9462737760244977
83,245,207,1.1150093321439538,2.9356625934186105,2.904184150652719
86,243,202,1.155310874269639,2.9116980008192748,2.8340347750330883
86,235,193,1.155310874269639,2.8158396304219324,2.7077658989177524
91,237,199,1.2224801111457806,2.839804223021268,2.7919451496613097
93,241,207,1.2493478058962375,2.887733408219939,2.904184150652719
79,236,204,1.0612739426430404,2.8278219267216,2.8620945252809404
73,235,203,0.9806708583916702,2.8158396304219324,2.8480646501570144
88,238,200,1.1821785690200957,2.8517865193209357,2.8059750247852357
92,237,198,1.235913958521009,2.839804223021268,2.777915274537383
88,228,190,1.1821785690200957,2.7319635563242577,2.665676273545974
86,225,193,1.155310874269639,2.6960166674252544,2.7077658989177524
89,233,207,1.195612416395324,2.7918750378225967,2.904184150652719
82,227,204,1.1015754847687254,2.71998126002459,2.8620945252809404
94,239,216,1.2627816532714657,2.863768815620604,3.0304530267680545
88,229,207,1.1821785690200957,2.7439458526239258,2.904184150652719
81,223,202,1.0881416373934971,2.6720520748259187,2.8340347750330883
74,222,200,0.9941047057668986,2.660069778526251,2.8059750247852357
77,227,206,1.0344062478925837,2.71998126002459,2.890154275528793
73,220,193,0.9806708583916702,2.6361051859269153,2.7077658989177524
87,230,197,1.1687447216448672,2.7559281489235934,2.763885399413457
98,241,205,1.3165170427723791,2.887733408219939,2.8761244004048665
88,238,200,1.1821785690200957,2.8517865193209357,2.8059750247852357
80,237,200,1.0747077900182687,2.839804223021268,2.8059750247852357
83,221,206,1.1150093321439538,2.6480874822265834,2.890154275528793
84,228,204,1.1284431795191823,2.7319635563242577,2.8620945252809404
87,237,201,1.1687447216448672,2.839804223021268,2.820004899909162
87,240,200,1.1687447216448672,2.8757511119202714,2.8059750247852357
84,237,203,1.1284431795191823,2.839804223021268,2.8480646501570144
81,228,206,1.0881416373934971,2.7319635563242577,2.890154275528793
80,224,207,1.0747077900182687,2.6840343711255867,2.904184150652719
81,226,206,1.0881416373934971,2.7079989637249224,2.890154275528793
96,242,214,1.2896493480219224,2.899715704519607,3.0023932765202024
81,222,188,1.0881416373934971,2.660069778526251,2.6376165232981217
108,228,199,1.4508555165246628,2.7319635563242577,2.7919451496613097
100,184,167,1.3433847375228358,2.204742519138875,2.3429891456956717
0,17,12,0.0,0.20369903709435255,0.16835850148711415
10,0,0,0.13433847375228358,0.0,0.0
95,34,35,1.2762155006466942,0.4073980741887051,0.49104562933741625
173,86,87,2.324055595914506,1.0304774817714306,1.2205991357815775
211,79,75,2.834541796173184,0.946601407673756,1.0522406342944635
211,84,74,2.834541796173184,1.006512889172095,1.0382107591705372
213,86,73,2.8614094909236405,1.0304774817714306,1.0241808840466111
217,84,71,2.915144880424554,1.006512889172095,0.9961211337987587
221,77,70,2.9688802699254673,0.9226368150744204,0.9820912586748325
218,75,72,2.928578727799782,0.8986722224750848,1.0101510089226848
213,79,74,2.8614094909236405,0.946601407673756,1.0382107591705372
207,82,76,2.78080640667227,0.9825482965727594,1.0662705094183895
212,84,77,2.8479756435484123,1.006512889172095,1.0803003845423158
214,74,69,2.8748433382988687,0.886689926175417,0.9680613835509063
226,78,73,3.0360495068016093,0.9346191113740883,1.0241808840466111
223,77,69,2.995747964675924,0.9226368150744204,0.9680613835509063
221,83,71,2.9688802699254673,0.9945305928724272,0.9961211337987587
213,82,66,2.8614094909236405,0.9825482965727594,0.9259717581791278
218,84,74,2.928578727799782,1.006512889172095,1.0382107591705372
215,76,72,2.8882771856740974,0.9106545187747527,1.0101510089226848
213,76,73,2.8614094909236405,0.9106545187747527,1.0241808840466111
213,74,73,2.8614094909236405,0.886689926175417,1.0241808840466111
212,72,74,2.8479756435484123,0.8627253335760814,1.0382107591705372
212,72,74,2.8479756435484123,0.8627253335760814,1.0382107591705372
213,74,73,2.8614094909236405,0.886689926175417,1.0241808840466111
217,76,70,2.915144880424554,0.9106545187747527,0.9820912586748325
220,80,68,2.955446422550239,0.9585837039734239,0.9540315084269801
220,78,69,2.955446422550239,0.9346191113740883,0.9680613835509063
223,78,74,2.995747964675924,0.9346191113740883,1.0382107591705372
218,67,68,2.928578727799782,0.8028138520777425,0.9540315084269801
223,65,72,2.995747964675924,0.7788492594784069,1.0101510089226848
226,66,75,3.0360495068016093,0.7908315557780746,1.0522406342944635
216,63,72,2.9017110330493256,0.7548846668790713,1.0101510089226848
214,70,72,2.8748433382988687,0.8387607409767458,1.0101510089226848
220,81,73,2.955446422550239,0.9705660002730916,1.0241808840466111
222,85,70,2.982314117300696,1.0184951854717628,0.9820912586748325
213,84,76,2.8614094909236405,1.006512889172095,1.0662705094183895
218,80,73,2.928578727799782,0.9585837039734239,1.0241808840466111
218,81,71,2.928578727799782,0.9705660002730916,0.9961211337987587
212,85,72,2.8479756435484123,1.0184951854717628,1.0101510089226848
210,87,72,2.8211079487979553,1.0424597780710985,1.0101510089226848
223,81,69,2.995747964675924,0.9705660002730916,0.9680613835509063
226,76,69,3.0360495068016093,0.9106545187747527,0.9680613835509063
204,88,80,2.7405048645465855,1.054442074370766,1.1223900099140942
150,90,78,2.015077106284254,1.0784066669701018,1.0943302596662419
25,0,0,0.33584618438070896,0.0,0.0
8,12,2,0.10747077900182687,0.14378755559601358,0.028059750247852358
34,86,70,0.4567508107577642,1.0304774817714306,0.9820912586748325
102,218,192,1.3702524322732927,2.61214059332758,2.6937360237938264
74,234,198,0.9941047057668986,2.803857334122265,2.777915274537383
65,240,196,0.8732000793898433,2.8757511119202714,2.749855524289531
75,242,198,1.007538553142127,2.899715704519607,2.777915274537383
75,236,197,1.007538553142127,2.8278219267216,2.763885399413457
72,236,202,0.9672370110164419,2.8278219267216,2.8340347750330883
64,237,204,0.859766232014615,2.839804223021268,2.8620945252809404
62,238,202,0.8328985372641583,2.8517865193209357,2.8340347750330883
65,238,196,0.8732000793898433,2.8517865193209357,2.749855524289531
73,237,194,0.9806708583916702,2.839804223021268,2.7217957740416785
78,237,197,1.047840095267812,2.839804223021268,2.763885399413457
70,234,200,0.9403693162659852,2.803857334122265,2.8059750247852357
61,237,206,0.81946468988893,2.839804223021268,2.890154275528793
62,247,217,0.8328985372641583,2.959627186017946,3.0444829018919806
70,238,199,0.9403693162659852,2.8517865193209357,2.7919451496613097
69,233,195,0.9269354688907568,2.7918750378225967,2.735825649165605
75,233,199,1.007538553142127,2.7918750378225967,2.7919451496613097
89,242,214,1.195612416395324,2.899715704519607,3.0023932765202024
82,231,208,1.1015754847687254,2.7679104452232615,2.918214025776645
57,201,177,0.7657293003880165,2.4084415562332273,2.4832878969349337
63,201,174,0.8463323846393866,2.4084415562332273,2.441198271563155
90,224,195,1.2090462637705524,2.6840343711255867,2.735825649165605
106,243,216,1.4239878217742061,2.9116980008192748,3.0304530267680545
87,232,207,1.1687447216448672,2.779892741522929,2.904184150652719
82,235,207,1.1015754847687254,2.8158396304219324,2.904184150652719
82,238,205,1.1015754847687254,2.8517865193209357,2.8761244004048665
84,239,200,1.1284431795191823,2.863768815620604,2.8059750247852357
86,246,201,1.155310874269639,2.947644889718278,2.820004899909162
71,245,197,0.9538031636412135,2.9356625934186105,2.763885399413457
66,249,203,0.8866339267650717,2.9835917786172814,2.8480646501570144
72,229,207,0.9672370110164419,2.7439458526239258,2.904184150652719
74,236,204,0.9941047057668986,2.8278219267216,2.8620945252809404
74,243,203,0.9941047057668986,2.9116980008192748,2.8480646501570144
72,247,203,0.9672370110164419,2.959627186017946,2.8480646501570144
69,242,206,0.9269354688907568,2.899715704519607,2.890154275528793
67,235,208,0.9000677741403,2.8158396304219324,2.918214025776645
65,229,210,0.8732000793898433,2.7439458526239258,2.9462737760244977
67,229,209,0.9000677741403,2.7439458526239258,2.932243900900571
75,237,211,1.007538553142127,2.839804223021268,2.9603036511484238
72,228,195,0.9672370110164419,2.7319635563242577,2.735825649165605
100,232,206,1.3433847375228358,2.779892741522929,2.890154275528793
95,187,171,1.2762155006466942,2.2406894080378783,2.3991086461913764
0,18,13,0.0,0.21568133339402035,0.18238837661104032
15,0,0,0.2015077106284254,0.0,0.0
100,30,30,1.3433847375228358,0.35946888899003393,0.4208962537177854
185,87,85,2.4852617644172463,1.0424597780710985,1.1925393855337252
224,72,68,3.0091818120511524,0.8627253335760814,0.9540315084269801
223,78,67,2.995747964675924,0.9346191113740883,0.940001633303054
224,80,66,3.0091818120511524,0.9585837039734239,0.9259717581791278
227,78,65,3.0494833541768376,0.9346191113740883,0.9119418830552016
231,72,64,3.103218743677751,0.8627253335760814,0.8979120079312755
230,71,65,3.0897848963025227,0.8507430372764136,0.9119418830552016
226,74,66,3.0360495068016093,0.886689926175417,0.9259717581791278
224,78,67,3.0091818120511524,0.9346191113740883,0.940001633303054
227,78,65,3.0494833541768376,0.9346191113740883,0.9119418830552016
230,71,63,3.0897848963025227,0.8507430372764136,0.8838821328073493
237,72,66,3.1838218279291213,0.8627253335760814,0.9259717581791278
230,68,61,3.0897848963025227,0.8147961483774102,0.8558223825594969
235,80,67,3.1569541331786644,0.9585837039734239,0.940001633303054
225,73,59,3.0226156594263807,0.8747076298757492,0.8277626323116446
230,73,63,3.0897848963025227,0.8747076298757492,0.8838821328073493
233,71,64,3.130086438428208,0.8507430372764136,0.8979120079312755
225,70,64,3.0226156594263807,0.8387607409767458,0.8979120079312755
227,69,64,3.0494833541768376,0.8267784446770781,0.8979120079312755
228,67,63,3.062917201552066,0.8028138520777425,0.8838821328073493
227,67,64,3.0494833541768376,0.8028138520777425,0.8979120079312755
228,69,63,3.062917201552066,0.8267784446770781,0.8838821328073493
231,70,61,3.103218743677751,0.8387607409767458,0.8558223825594969
231,74,61,3.103218743677751,0.886689926175417,0.8558223825594969
228,74,62,3.062917201552066,0.886689926175417,0.8698522576834231
223,68,62,2.995747964675924,0.8147961483774102,0.8698522576834231
232,70,69,3.116652591052979,0.8387607409767458,0.9680613835509063
235,64,67,3.1569541331786644,0.766866963178739,0.940001633303054
233,60,66,3.130086438428208,0.7189377779800679,0.9259717581791278
224,57,62,3.0091818120511524,0.6829908890810644,0.8698522576834231
228,69,70,3.062917201552066,0.8267784446770781,0.9820912586748325
227,74,66,3.0494833541768376,0.886689926175417,0.9259717581791278
230,77,62,3.0897848963025227,0.9226368150744204,0.8698522576834231
227,77,67,3.0494833541768376,0.9226368150744204,0.940001633303054
231,74,64,3.103218743677751,0.886689926175417,0.8979120079312755
230,75,62,3.0897848963025227,0.8986722224750848,0.8698522576834231
222,79,64,2.982314117300696,0.946601407673756,0.8979120079312755
221,79,65,2.9688802699254673,0.946601407673756,0.9119418830552016
232,73,62,3.116652591052979,0.8747076298757492,0.8698522576834231
233,71,64,3.130086438428208,0.8507430372764136,0.8979120079312755
210,82,75,2.8211079487979553,0.9825482965727594,1.0522406342944635
144,73,64,1.9344740220328838,0.8747076298757492,0.8979120079312755
29,0,0,0.3895815738816224,0.0,0.0
6,7,1,0.08060308425137015,0.08387607409767459,0.014029875123926179
34,83,72,0.4567508107577642,0.9945305928724272,1.0101510089226848
101,214,193,1.3568185848980643,2.5642114081289087,2.7077658989177524
84,245,213,1.1284431795191823,2.9356625934186105,2.988363401396276
77,253,210,1.0344062478925837,3.031520963815953,2.9462737760244977
75,244,200,1.007538553142127,2.923680297118943,2.8059750247852357
80,239,199,1.0747077900182687,2.863768815620604,2.7919451496613097
75,237,202,1.007538553142127,2.839804223021268,2.8340347750330883
70,239,204,0.9403693162659852,2.863768815620604,2.8620945252809404
71,245,204,0.9538031636412135,2.9356625934186105,2.8620945252809404
75,246,200,1.007538553142127,2.947644889718278,2.8059750247852357
82,244,197,1.1015754847687254,2.923680297118943,2.763885399413457
82,239,198,1.1015754847687254,2.863768815620604,2.777915274537383
76,238,203,1.0209724005173553,2.8517865193209357,2.8480646501570144
67,236,208,0.9000677741403,2.8278219267216,2.918214025776645
56,232,208,0.7522954530127881,2.779892741522929,2.918214025776645
81,231,202,1.0881416373934971,2.7679104452232615,2.8340347750330883
91,233,206,1.2224801111457806,2.7918750378225967,2.890154275528793
92,226,200,1.235913958521009,2.7079989637249224,2.8059750247852357
102,228,207,1.3702524322732927,2.7319635563242577,2.904184150652719
95,213,194,1.2762155006466942,2.552229111829241,2.7217957740416785
98,206,186,1.3165170427723791,2.4683530377315663,2.609556773050269
63,162,137,0.8463323846393866,1.9411320005461832,1.9220928919778866
32,127,97,0.4298831160073075,1.5217516300578102,1.3608978870208392
73,173,139,0.9806708583916702,2.072937259842529,1.950152642225739
98,209,179,1.3165170427723791,2.5042999266305697,2.511347647182786
95,222,190,1.2762155006466942,2.660069778526251,2.665676273545974
93,229,193,1.2493478058962375,2.7439458526239258,2.7077658989177524
90,235,191,1.2090462637705524,2.8158396304219324,2.6797061486699003
90,246,196,1.2090462637705524,2.947644889718278,2.749855524289531
73,244,190,0.9806708583916702,2.923680297118943,2.665676273545974
73,255,202,0.9806708583916702,3.0554855564152885,2.8340347750330883
77,237,204,1.0344062478925837,2.839804223021268,2.8620945252809404
79,244,202,1.0612739426430404,2.923680297118943,2.8340347750330883
79,253,200,1.0612739426430404,3.031520963815953,2.8059750247852357
79,255,200,1.0612739426430404,3.0554855564152885,2.8059750247852357
76,252,202,1.0209724005173553,3.019538667516285,2.8340347750330883
73,243,205,0.9806708583916702,2.9116980008192748,2.8761244004048665
72,236,207,0.9672370110164419,2.8278219267216,2.904184150652719
72,236,207,0.9672370110164419,2.8278219267216,2.904184150652719
70,234,200,0.9403693162659852,2.803857334122265,2.8059750247852357
72,229,195,0.9672370110164419,2.7439458526239258,2.735825649165605
99,234,204,1.3299508901476076,2.803857334122265,2.8620945252809404
93,187,168,1.2493478058962375,2.2406894080378783,2.3570190208195982
0,15,9,0.0,0.17973444449501697,0.1262688761153356
20,0,0,0.26867694750456717,0.0,0.0
107,33,31,1.4374216691494344,0.3954157778890373,0.43492612884171156
195,93,89,2.61960023816953,1.1143535558691051,1.2486588860294299
220,65,64,2.955446422550239,0.7788492594784069,0.8979120079312755
218,68,65,2.928578727799782,0.8147961483774102,0.9119418830552016
218,70,65,2.928578727799782,0.8387607409767458,0.9119418830552016
220,70,63,2.955446422550239,0.8387607409767458,0.8838821328073493
225,67,62,3.0226156594263807,0.8028138520777425,0.8698522576834231
225,65,62,3.0226156594263807,0.7788492594784069,0.8698522576834231
223,67,62,2.995747964675924,0.8028138520777425,0.8698522576834231
223,70,62,2.995747964675924,0.8387607409767458,0.8698522576834231
223,67,57,2.995747964675924,0.8028138520777425,0.7997028820637921
231,69,65,3.103218743677751,0.8267784446770781,0.9119418830552016
227,64,63,3.0494833541768376,0.766866963178739,0.8838821328073493
216,56,56,2.9017110330493256,0.6710085927813967,0.785673006939866
228,72,67,3.062917201552066,0.8627253335760814,0.940001633303054
224,66,61,3.0091818120511524,0.7908315557780746,0.8558223825594969
223,60,59,2.995747964675924,0.7189377779800679,0.8277626323116446
227,61,63,3.0494833541768376,0.7309200742797357,0.8838821328073493
217,64,65,2.915144880424554,0.766866963178739,0.9119418830552016
218,64,64,2.928578727799782,0.766866963178739,0.8979120079312755
221,62,63,2.9688802699254673,0.7429023705794034,0.8838821328073493
222,64,62,2.982314117300696,0.766866963178739,0.8698522576834231
222,66,61,2.982314117300696,0.7908315557780746,0.8558223825594969
224,67,60,3.0091818120511524,0.8028138520777425,0.8417925074355708
222,71,60,2.982314117300696,0.8507430372764136,0.8417925074355708
219,71,62,2.942012575175011,0.8507430372764136,0.8698522576834231
215,67,62,2.8882771856740974,0.8028138520777425,0.8698522576834231
220,68,66,2.955446422550239,0.8147961483774102,0.9259717581791278
220,61,62,2.955446422550239,0.7309200742797357,0.8698522576834231
