Unnamed: 0,product,num_users
1090,7863,70
1091,14,9
1092,10247,31
1093,3544,27
1094,5073,27
1095,6149,1
1096,7863,21
1097,14,39
1098,10247,1
1099,3544,19
1100,5073,98
1101,6149,63
1102,7863,25
1103,14,6
1104,10247,52
1105,3544,83
1106,5073,8
1107,6149,32
1108,7863,78
1109,14,3
1110,10247,65
1111,3544,55
1112,5073,10
1113,6149,9
1114,7863,98
1115,14,6
1116,10247,8
1117,3544,42
1118,5073,6
1119,6149,7
1120,7863,15
1121,14,14
1122,10247,64
1123,3544,1
1124,5073,51
1125,6149,5
1126,7863,47
1127,14,93
1128,10247,20
1129,3544,4
1130,5073,3
1131,6149,22
1132,7863,67
1133,14,24
1134,10247,11
1135,3544,26
1136,5073,60
1137,6149,9
1138,7863,68
1139,14,19
1140,10247,1
1141,3544,27
1142,5073,19
1143,6149,75
1144,7863,2
1145,14,1
1146,10247,1
1147,3544,36
1148,5073,33
1149,6149,4
1150,7863,39
1151,14,71
1152,10247,26
1153,3544,9
1154,5073,52
1155,6149,58
1156,7863,96
1157,14,15
1158,10247,69
1159,3544,36
1160,5073,36
1161,6149,4
1162,7863,2
1163,14,2
1164,10247,7
1165,3544,85
1166,5073,6
1167,6149,65
1168,7863,39
1169,14,9
1170,10247,24
1171,3544,52
1172,5073,8
1173,6149,9
1174,7863,66
1175,14,55
1176,10247,6
1177,3544,27
1178,5073,2
1179,6149,30
1180,7863,47
1181,14,78
1182,10247,1
1183,3544,15
1184,5073,64
1185,6149,98
1186,7863,70
1187,14,40
1188,10247,27
1189,3544,20
1190,5073,11
1191,6149,16
1192,7863,20
1193,14,28
1194,10247,18
1195,3544,60
1196,5073,99
1197,6149,3
1198,7863,32
1199,14,79
1200,10247,9
1201,3544,84
1202,5073,18
1203,6149,19
1204,7863,90
1205,14,26
1206,10247,18
1207,3544,33
1208,5073,5
1209,6149,99
1210,7863,10
1211,14,11
1212,10247,18
1213,3544,66
1214,5073,63
1215,6149,70
1216,7863,8
1217,14,20
1218,10247,8
1219,3544,45
1220,5073,91
1221,6149,27
1222,7863,49
1223,14,35
1224,10247,43
1225,3544,80
1226,5073,1
1227,6149,21
1228,7863,39
1229,14,34
1230,10247,46
1231,3544,21
1232,5073,30
1233,6149,12
1234,7863,3
1235,14,51
1236,10247,9
1237,3544,26
1238,5073,20
1239,6149,3
1240,7863,78
1241,14,11
1242,10247,10
1243,3544,95
1244,5073,3
1245,6149,16
1246,7863,57
1247,14,38
1248,10247,97
1249,3544,22
1250,5073,33
1251,6149,94
1252,7863,30
1253,14,58
1254,10247,52
1255,3544,16
1256,5073,40
1257,6149,4
1258,7863,22
1259,14,42
1260,10247,5
1261,3544,7
1262,5073,58
1263,6149,12
1264,7863,68
1265,14,20
1266,10247,37
1267,3544,56
1268,5073,97
1269,6149,65
1270,7863,1
1271,14,11
1272,10247,63
1273,3544,5
1274,5073,10
1275,6149,78
1276,7863,81
1277,14,70
1278,10247,95
1279,3544,67
1280,5073,70
1281,6149,7
1282,7863,2
1283,14,51
1284,10247,11
1285,3544,8
1286,5073,17
1287,6149,19
1288,7863,27
1289,14,15
1290,10247,7
1291,3544,2
1292,5073,47
1293,6149,10
1294,7863,63
1295,14,70
1296,10247,16
1297,3544,4
1298,5073,84
1299,6149,14
1300,7863,99
1301,14,62
1302,10247,98
1303,3544,91
1304,5073,59
1305,6149,87
1306,7863,6
1307,14,22
1308,10247,66
1309,3544,99
1310,5073,29
1311,6149,17
1312,7863,21
1313,14,11
1314,10247,85
1315,3544,90
1316,5073,58
1317,6149,63
1318,7863,96
1319,14,71
1320,10247,25
1321,3544,28
1322,5073,4
1323,6149,9
1324,7863,32
1325,14,17
1326,10247,4
1327,3544,4
1328,5073,16
1329,6149,4
1330,7863,29
1331,14,13
1332,10247,5
1333,3544,65
1334,5073,80
1335,6149,44
1336,7863,17
1337,14,10
1338,10247,35
1339,3544,32
1340,5073,81
1341,6149,7
1342,7863,7
1343,14,32
1344,10247,17
1345,3544,38
1346,5073,17
1347,6149,5
1348,7863,18
1349,14,19
1350,10247,93
1351,3544,7
1352,5073,40
1353,6149,17
1354,7863,84
1355,14,32
1356,10247,8
1357,3544,13
1358,5073,71
1359,6149,4
1360,7863,17
1361,14,25
1362,10247,58
1363,3544,71
1364,5073,37
1365,6149,25
1366,7863,11
1367,14,72
1368,10247,36
1369,3544,63
1370,5073,63
1371,6149,20
1372,7863,60
1373,14,32
1374,10247,65
1375,3544,78
1376,5073,8
1377,6149,28
1378,7863,35
1379,14,0
1380,10247,28
1381,3544,16
1382,5073,29
1383,6149,63
1384,7863,89
1385,14,2
1386,10247,94
1387,3544,16
1388,5073,7
1389,6149,13
1390,7863,9
1391,14,60
1392,10247,82
1393,3544,56
1394,5073,5
1395,6149,43
1396,7863,45
1397,14,80
1398,10247,13
1399,3544,89
1400,5073,54
1401,6149,3
1402,7863,34
1403,14,39
1404,10247,28
1405,3544,66
1406,5073,1
1407,6149,14
1408,7863,12
1409,14,32
1410,10247,5
1411,3544,73
1412,5073,65
1413,6149,58
1414,7863,10
1415,14,58
1416,10247,20
1417,3544,4
1418,5073,67
1419,6149,4
1420,7863,20
1421,14,97
1422,10247,60
1423,3544,69
1424,5073,88
1425,6149,57
1426,7863,21
1427,14,88
1428,10247,81
1429,3544,46
1430,5073,46
1431,6149,4
1432,7863,39
1433,14,16
1434,10247,24
1435,3544,72
1436,5073,66
1437,6149,3
1438,7863,11
1439,14,11
1440,10247,8
1441,3544,38
1442,5073,16
1443,6149,17
1444,7863,13
1445,14,10
1446,10247,61
1447,3544,26
1448,5073,7
1449,6149,29
1450,7863,15
1451,14,88
1452,10247,17
1453,3544,65
1454,5073,45
1455,6149,60
1456,7863,64
1457,14,2
1458,10247,56
1459,3544,7
1460,5073,17
1461,6149,5
1462,7863,15
1463,14,40
1464,10247,7
1465,3544,71
1466,5073,73
1467,6149,12
1468,7863,60
1469,14,16
1470,10247,8
1471,3544,11
1472,5073,47
1473,6149,8
1474,7863,17
1475,14,6
1476,10247,91
1477,3544,14
1478,5073,43
1479,6149,64
1480,7863,76
1481,14,80
1482,10247,74
1483,3544,26
1484,5073,53
1485,6149,69
1486,7863,4
1487,14,19
1488,10247,0
1489,3544,71
1490,5073,11
1491,6149,3
1492,7863,21
1493,14,56
1494,10247,20
1495,3544,89
1496,5073,88
1497,6149,31
1498,7863,44
1499,14,68
1500,10247,6
1501,3544,92
1502,5073,71
1503,6149,14
1504,7863,60
1505,14,46
1506,10247,3
1507,3544,97
1508,5073,9
1509,6149,31
1510,7863,63
1511,14,13
1512,10247,55
1513,3544,13
1514,5073,4
1515,6149,22
1516,7863,38
1517,14,12
1518,10247,63
1519,3544,54
1520,5073,49
1521,6149,65
1522,7863,2
1523,14,66
1524,10247,3
1525,3544,76
1526,5073,50
1527,6149,62
1528,7863,51
1529,14,8
1530,10247,69
1531,3544,1
1532,5073,28
1533,6149,1
1534,7863,58
1535,14,3
1536,10247,64
1537,3544,17
1538,5073,79
1539,6149,51
1540,7863,39
1541,14,7
1542,10247,47
1543,3544,93
1544,5073,12
1545,6149,94
1546,7863,46
1547,14,74
1548,10247,37
1549,3544,78
1550,5073,29
1551,6149,22
1552,7863,83
1553,14,21
1554,10247,3
1555,3544,83
1556,5073,15
1557,6149,49
1558,7863,36
1559,14,41
1560,10247,14
1561,3544,40
1562,5073,4
1563,6149,20
1564,7863,3
1565,14,14
1566,10247,1
1567,3544,37
1568,5073,36
1569,6149,85
1570,7863,38
1571,14,14
1572,10247,18
1573,3544,35
1574,5073,98
1575,6149,49
1576,7863,29
1577,14,17
1578,10247,8
1579,3544,39
1580,5073,33
1581,6149,28
1582,7863,22
1583,14,8
1584,10247,1
1585,3544,25
1586,5073,78
1587,6149,80
1588,7863,6
1589,14,21
1590,10247,9
1591,3544,20
1592,5073,16
1593,6149,52
1594,7863,50
1595,14,37
1596,10247,38
1597,3544,34
1598,5073,5
1599,6149,71
1600,7863,3
1601,14,67
1602,10247,7
1603,3544,87
1604,5073,48
1605,6149,12
1606,7863,28
1607,14,6
1608,10247,10
1609,3544,34
1610,5073,47
1611,6149,4
1612,7863,26
1613,14,13
1614,10247,5
1615,3544,80
1616,5073,25
1617,6149,61
1618,7863,50
1619,14,23
1620,10247,81
1621,3544,15
1622,5073,29
1623,6149,24
1624,7863,71
1625,14,8
1626,10247,51
1627,3544,7
1628,5073,90
1629,6149,67
1630,7863,12
1631,14,50
1632,10247,30
1633,3544,62
1634,5073,85
1635,6149,4
1636,7863,68
1637,14,12
1638,10247,30
1639,3544,60
1640,5073,36
1641,6149,21
1642,7863,5
1643,14,22
1644,10247,36
1645,3544,46
1646,5073,99
1647,6149,1
1648,7863,30
1649,14,13
1650,10247,75
1651,3544,37
1652,5073,62
1653,6149,95
1654,7863,77
1655,14,26
1656,10247,16
1657,3544,44
1658,5073,49
1659,6149,47
1660,7863,84
1661,14,5
1662,10247,95
1663,3544,78
1664,5073,2
1665,6149,46
1666,7863,19
1667,14,14
1668,10247,16
1669,3544,82
1670,5073,6
1671,6149,9
1672,7863,50
1673,14,53
1674,10247,64
1675,3544,29
1676,5073,46
1677,6149,81
1678,7863,91
1679,14,10
1680,10247,56
1681,3544,51
1682,5073,15
1683,6149,32
1684,7863,4
1685,14,43
1686,10247,11
1687,3544,21
1688,5073,65
1689,6149,20
1690,7863,5
1691,14,12
1692,10247,35
1693,3544,88
1694,5073,9
1695,6149,38
1696,7863,39
1697,14,11
1698,10247,6
1699,3544,22
1700,5073,59
1701,6149,18
1702,7863,7
1703,14,44
1704,10247,9
1705,3544,25
1706,5073,10
1707,6149,37
1708,7863,62
1709,14,26
1710,10247,4
1711,3544,19
1712,5073,27
1713,6149,78
1714,7863,48
1715,14,60
1716,10247,22
1717,3544,19
1718,5073,9
1719,6149,68
1720,7863,23
1721,14,14
1722,10247,39
1723,3544,62
1724,5073,83
1725,6149,34
1726,7863,12
1727,14,50
1728,10247,4
1729,3544,7
1730,5073,26
1731,6149,41
1732,7863,48
1733,14,59
1734,10247,28
1735,3544,94
1736,5073,4
1737,6149,3
1738,7863,26
1739,14,10
1740,10247,23
1741,3544,80
1742,5073,40
1743,6149,6
1744,7863,28
1745,14,64
1746,10247,38
1747,3544,22
1748,5073,26
1749,6149,22
1750,7863,5
1751,14,39
1752,10247,74
1753,3544,73
1754,5073,21
1755,6149,12
1756,7863,44
1757,14,92
1758,10247,72
1759,3544,77
1760,5073,38
1761,6149,24
1762,7863,59
1763,14,50
1764,10247,28
1765,3544,4
1766,5073,17
1767,6149,15
1768,7863,66
1769,14,27
1770,10247,21
1771,3544,18
1772,5073,24
1773,6149,21
1774,7863,11
1775,14,70
1776,10247,5
1777,3544,88
1778,5073,15
1779,6149,6
1780,7863,46
1781,14,9
1782,10247,40
1783,3544,47
1784,5073,71
1785,6149,28
1786,7863,35
1787,14,11
1788,10247,75
1789,3544,35
1790,5073,4
1791,6149,5
1792,7863,51
1793,14,7
1794,10247,9
1795,3544,14
1796,5073,51
1797,6149,6
1798,7863,10
1799,14,5
1800,10247,23
1801,3544,11
1802,5073,16
1803,6149,24
1804,7863,37
1805,14,45
1806,10247,14
1807,3544,54
1808,5073,6
1809,6149,51
1810,7863,13
1811,14,74
1812,10247,40
1813,3544,23
1814,5073,32
1815,6149,31
1816,7863,5
1817,14,3
1818,10247,35
1819,3544,68
1820,5073,44
1821,6149,18
1822,7863,31
1823,14,77
1824,10247,28
1825,3544,59
1826,5073,77
1827,6149,16
1828,7863,14
1829,14,68
1830,10247,63
1831,3544,56
1832,5073,86
1833,6149,71
1834,7863,10
1835,14,88
1836,10247,56
1837,3544,25
1838,5073,66
1839,6149,60
1840,7863,55
1841,14,70
1842,10247,16
1843,3544,90
1844,5073,18
1845,6149,53
1846,7863,49
1847,14,79
1848,10247,31
1849,3544,34
1850,5073,19
1851,6149,40
1852,7863,34
1853,14,63
1854,10247,7
1855,3544,37
1856,5073,39
1857,6149,84
1858,7863,8
1859,14,75
1860,10247,21
1861,3544,51
1862,5073,8
1863,6149,36
1864,7863,93
1865,14,25
1866,10247,10
1867,3544,23
1868,5073,15
1869,6149,5
1870,7863,51
1871,14,31
1872,10247,99
1873,3544,51
1874,5073,11
1875,6149,24
1876,7863,73
1877,14,84
1878,10247,35
1879,3544,96
1880,5073,34
1881,6149,30
1882,7863,19
1883,14,21
1884,10247,2
1885,3544,29
1886,5073,81
1887,6149,88
1888,7863,63
1889,14,61
1890,10247,36
1891,3544,14
1892,5073,3
1893,6149,29
1894,7863,59
1895,14,3
1896,10247,9
1897,3544,43
1898,5073,32
1899,6149,70
1900,7863,78
1901,14,71
1902,10247,21
1903,3544,44
1904,5073,20
1905,6149,87
1906,7863,71
1907,14,17
1908,10247,66
1909,3544,61
1910,5073,60
