,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_inc_price,inc_pct,weekday_pct,fancy_car_user,city_Carthag,city_Harko,phone_iPhone,first_month_cat_more_1_trip,first_month_cat_no_trips,month_5_still_here
40,0.83,5.0,4.0,1.0,0.0,50.0,False,0,0,1,1,0,0
41,3.8,5.0,4.0,1.88,50.0,0.0,False,0,0,1,0,1,0
42,5.72,5.0,4.0,1.5,100.0,0.0,False,0,0,0,0,0,0
43,16.52,5.0,4.5,1.0,0.0,50.0,False,0,0,1,0,0,0
44,1.4,5.0,5.0,1.0,0.0,66.7,True,0,1,1,1,0,1
45,3.0,4.2,4.0,1.0,0.0,50.0,False,1,0,0,1,0,0
46,2.93,5.0,5.0,1.33,33.3,100.0,False,1,0,1,1,0,0
47,3.61,5.0,5.0,1.25,100.0,0.0,False,0,0,1,0,0,0
48,1.75,4.8,4.8,1.0,0.0,100.0,False,0,0,1,1,0,0
49,10.54,4.7,4.4,1.0,0.0,71.4,False,0,0,1,1,0,1
50,3.25,5.0,5.0,1.25,100.0,0.0,False,0,0,0,0,1,0
51,3.24,5.0,4.5,1.0,0.0,52.4,False,0,0,0,1,0,0
52,4.98,5.0,5.0,1.0,0.0,80.0,False,0,0,1,0,1,1
53,3.15,4.8,4.4,1.56,22.2,22.2,True,1,0,1,1,0,0
54,4.94,5.0,3.5,1.5,50.0,50.0,False,0,0,1,1,0,1
55,36.01,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,0,0
56,23.49,5.0,2.5,1.0,0.0,100.0,False,1,0,0,0,0,0
57,10.21,5.0,4.3,1.0,0.0,66.7,False,1,0,0,0,1,0
58,2.6,5.0,5.0,1.0,0.0,40.0,False,1,0,1,0,1,0
59,6.05,4.5,5.0,1.25,100.0,0.0,False,1,0,1,0,0,0
60,3.01,5.0,,1.0,0.0,0.0,True,1,0,1,0,0,0
61,4.66,5.0,,1.0,0.0,0.0,False,1,0,1,0,0,0
62,4.81,4.8,4.5,1.06,25.0,75.0,False,0,1,1,0,1,0
63,2.21,4.8,4.8,1.03,5.4,54.1,False,1,0,1,1,0,1
64,6.12,5.0,,1.17,33.3,66.7,False,1,0,0,0,0,0
65,10.37,5.0,5.0,1.0,0.0,75.0,False,0,0,1,0,0,0
66,2.42,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,0,0
67,1.89,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,1
68,4.44,5.0,5.0,1.0,0.0,0.0,True,0,1,1,0,1,1
69,2.61,4.8,3.9,1.09,10.5,63.2,True,1,0,1,1,0,1
70,4.46,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
71,1.02,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
72,0.0,3.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
73,37.11,5.0,5.0,1.0,0.0,0.0,False,1,0,1,1,0,0
74,2.3,4.9,5.0,1.35,36.0,84.0,False,0,1,1,1,0,1
75,1.45,4.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
76,2.47,5.0,4.8,1.0,0.0,100.0,False,1,0,1,1,0,0
77,19.8,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,0
78,1.82,4.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
79,10.49,5.0,5.0,1.0,0.0,66.7,True,1,0,0,0,1,1
80,3.99,5.0,4.0,1.5,25.0,50.0,False,1,0,1,0,1,0
81,17.89,4.0,4.0,3.5,100.0,100.0,True,0,0,0,0,0,0
82,4.61,4.8,4.0,1.11,18.2,81.8,True,0,0,1,0,0,1
83,2.6,4.7,4.8,1.03,5.3,63.2,False,0,1,1,1,0,1
84,5.01,5.0,4.0,1.0,0.0,100.0,True,1,0,1,0,1,1
85,2.42,4.8,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
86,3.55,4.9,4.7,1.17,25.0,66.7,True,0,1,1,1,0,1
87,3.06,4.7,5.0,1.0,0.0,67.6,True,0,0,1,1,0,1
88,3.3,4.8,5.0,1.0,0.0,42.9,False,0,1,1,1,0,1
89,4.67,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,1,0
90,6.28,,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
91,10.83,5.0,5.0,1.0,0.0,50.0,True,1,0,0,1,0,1
92,1.55,4.5,3.7,1.0,0.0,55.2,False,0,0,1,1,0,1
93,1.13,4.4,4.0,1.0,0.0,80.0,False,0,0,0,1,0,1
94,23.34,4.0,1.0,1.0,0.0,0.0,True,1,0,1,0,0,0
95,1.35,4.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
96,4.89,4.6,4.1,1.0,1.9,76.9,True,0,0,1,1,0,1
97,5.36,5.0,5.0,1.0,0.0,75.0,True,1,0,0,1,0,0
98,4.2,5.0,4.3,1.02,10.0,90.0,False,0,1,1,0,0,1
99,2.86,4.9,4.9,1.0,0.0,89.7,True,1,0,0,1,0,0
100,8.3,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,1
101,6.08,5.0,5.0,1.17,16.7,33.3,False,1,0,0,0,0,1
102,2.15,4.9,4.2,1.0,0.0,50.0,True,0,1,1,1,0,1
103,6.86,4.9,4.4,1.0,0.0,50.0,True,0,0,1,1,0,1
104,4.08,4.9,3.0,1.0,0.0,63.6,True,0,0,1,1,0,1
105,4.99,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,1
106,1.63,5.0,,1.0,0.0,0.0,False,1,0,0,0,1,0
107,10.79,4.9,4.9,1.09,15.9,50.0,False,0,1,1,1,0,1
108,9.14,5.0,3.0,1.0,0.0,100.0,False,1,0,1,0,0,0
109,3.07,5.0,,1.0,0.0,66.7,False,1,0,0,0,0,0
110,5.25,5.0,5.0,1.0,0.0,50.0,True,1,0,1,1,0,1
111,3.81,5.0,4.7,1.0,0.0,100.0,True,0,1,1,0,0,1
112,2.65,5.0,4.8,1.0,0.0,36.4,True,1,0,1,0,0,1
113,10.29,3.7,5.0,1.0,0.0,33.3,False,0,0,0,0,0,0
114,12.32,4.7,4.4,1.05,9.1,63.6,False,0,0,0,0,0,1
115,1.16,4.3,4.0,1.0,0.0,100.0,False,1,0,1,0,1,0
116,0.0,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
117,2.64,5.0,2.5,1.63,50.0,100.0,False,1,0,1,0,0,0
118,16.85,5.0,5.0,1.0,0.0,85.7,True,0,0,1,0,1,1
119,4.14,5.0,,2.5,100.0,0.0,False,1,0,0,0,0,0
120,2.67,4.9,4.3,1.06,11.1,88.9,True,1,0,0,1,0,1
121,5.55,4.8,4.9,1.0,0.0,41.2,True,0,0,1,1,0,1
122,1.58,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
123,1.78,5.0,5.0,1.0,0.0,33.3,True,1,0,0,0,1,0
124,6.1,4.8,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
125,8.14,4.6,4.4,1.32,20.0,90.0,True,0,0,1,0,1,0
126,6.04,4.5,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
127,2.92,5.0,4.0,1.38,50.0,0.0,True,0,0,0,1,0,1
128,2.81,4.3,4.8,1.3,20.0,20.0,False,1,0,1,0,1,0
129,2.0,5.0,5.0,1.0,0.0,0.0,False,0,0,1,1,0,0
130,7.4,5.0,4.5,1.0,0.0,0.0,True,1,0,0,0,1,0
131,1.2,4.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
132,2.64,5.0,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
133,3.33,4.8,3.8,1.06,25.0,37.5,True,0,0,1,1,0,1
134,2.88,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,1,1
135,1.99,5.0,,1.75,100.0,100.0,False,0,0,1,0,0,0
136,3.22,4.5,4.9,1.0,0.0,43.8,False,0,0,1,1,0,1
137,13.78,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
138,8.2,5.0,,1.0,0.0,0.0,True,1,0,1,0,1,1
139,10.47,4.6,4.4,1.0,0.0,45.5,True,0,1,1,1,0,1
140,2.27,5.0,5.0,1.0,0.0,16.7,True,0,1,1,1,0,1
141,1.68,4.7,3.8,1.06,8.3,41.7,False,0,0,0,1,0,1
142,3.57,4.8,4.5,1.1,10.0,10.0,True,0,1,1,0,0,1
143,11.63,4.8,5.0,1.0,0.0,40.0,False,0,1,1,1,0,1
144,0.95,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
145,4.86,4.7,5.0,1.03,2.3,57.5,True,0,1,1,1,0,1
146,4.97,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,0
147,5.44,4.6,3.7,1.09,3.8,57.7,False,0,0,1,1,0,1
148,2.64,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,1
149,3.42,5.0,4.8,1.21,21.4,28.6,True,1,0,1,0,1,1
150,1.64,4.8,4.5,1.14,22.9,62.9,False,0,1,1,1,0,1
151,4.43,4.7,5.0,1.17,33.3,66.7,False,0,0,1,0,1,1
152,4.01,5.0,5.0,1.0,0.0,0.0,True,0,0,1,0,1,0
153,2.1,4.4,4.0,1.0,0.0,50.0,True,0,0,1,1,0,0
154,7.63,5.0,5.0,1.0,0.0,50.0,True,0,0,1,1,0,0
155,1.89,4.5,4.5,1.0,0.0,0.0,False,0,0,1,1,0,0
156,3.18,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
157,3.72,5.0,5.0,1.0,0.0,20.0,False,0,0,0,0,0,0
158,3.8,4.7,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
159,18.03,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
160,2.92,4.7,5.0,1.0,0.0,30.0,True,1,0,1,0,0,1
161,2.03,4.7,4.9,1.0,0.0,42.9,True,0,1,1,0,1,1
162,12.6,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
163,2.86,5.0,5.0,1.0,0.0,42.9,True,0,1,1,1,0,1
164,18.57,5.0,5.0,1.0,0.0,100.0,True,0,1,0,1,0,1
165,1.5,3.5,5.0,1.63,100.0,0.0,False,1,0,1,1,0,0
166,2.36,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
167,1.73,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
168,3.37,3.5,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
169,2.11,5.0,1.0,1.0,0.0,100.0,True,0,0,1,0,1,0
170,5.45,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,1
171,2.2,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,0,0
172,3.88,5.0,5.0,1.0,0.0,50.0,False,0,0,0,0,0,0
173,9.77,5.0,2.0,1.0,0.0,100.0,False,1,0,0,0,0,0
174,1.75,5.0,4.5,1.0,0.0,0.0,True,1,0,0,1,0,0
175,3.56,5.0,4.0,1.25,100.0,100.0,False,0,1,1,0,0,0
176,20.32,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
177,14.37,5.0,5.0,1.0,0.0,75.0,False,0,1,1,0,1,0
178,4.46,2.0,4.0,1.0,0.0,100.0,False,1,0,1,0,0,0
179,12.52,5.0,4.0,1.0,0.0,100.0,False,1,0,1,0,0,0
180,4.2,4.6,3.9,1.02,3.5,69.0,False,1,0,1,1,0,1
181,2.74,4.0,3.0,1.0,0.0,0.0,True,0,0,0,0,0,0
182,18.15,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,1
183,7.54,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,0,0
184,10.16,5.0,5.0,1.0,0.0,75.0,True,0,0,1,0,1,1
185,26.9,5.0,,1.0,0.0,0.0,True,0,0,0,0,0,0
186,3.15,3.8,5.0,1.05,20.0,20.0,False,0,1,1,0,0,1
187,4.54,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
188,0.0,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
189,8.91,5.0,5.0,1.0,0.0,33.3,True,0,0,1,1,0,1
190,10.37,4.0,4.0,1.25,50.0,75.0,False,0,0,0,0,1,0
191,1.34,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
192,4.42,4.5,4.5,1.0,0.0,20.0,True,0,0,1,1,0,1
193,5.99,3.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
194,1.78,5.0,5.0,1.04,14.3,42.9,True,0,1,1,0,1,1
195,1.27,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
196,8.0,4.8,4.0,1.0,0.0,62.5,True,0,0,1,1,0,1
197,3.75,5.0,3.7,2.25,66.7,33.3,False,0,0,1,0,1,0
198,1.38,4.0,5.0,2.0,50.0,0.0,False,0,0,1,0,0,0
199,4.58,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
200,2.34,4.6,4.6,1.02,2.7,83.8,True,0,0,1,1,0,1
201,27.32,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,1
202,2.5,4.5,4.6,1.0,0.0,57.1,False,0,0,1,1,0,0
203,6.87,5.0,4.5,1.2,26.1,52.2,True,0,1,1,1,0,1
204,5.28,5.0,5.0,1.0,0.0,66.7,False,0,0,1,0,1,1
205,2.09,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,1
206,3.69,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
207,2.52,5.0,5.0,1.0,0.0,0.0,False,1,0,0,1,0,0
208,14.93,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
209,11.78,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,1
210,16.88,3.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
211,2.34,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
212,0.89,3.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
213,3.07,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
214,3.81,4.9,4.3,1.04,7.1,57.1,False,1,0,1,1,0,1
215,19.77,4.0,,1.0,0.0,100.0,True,0,0,1,0,0,0
216,2.7,4.5,4.5,1.5,50.0,50.0,False,0,1,0,0,1,1
217,2.66,4.3,4.7,1.0,0.0,72.2,True,0,0,1,1,0,1
218,2.6,5.0,5.0,1.75,100.0,0.0,False,0,0,0,0,0,0
219,12.21,5.0,,1.0,0.0,100.0,True,0,1,0,0,1,1
220,2.34,4.8,4.9,1.04,7.7,0.0,False,0,0,1,1,0,1
221,10.61,5.0,4.3,1.13,25.0,25.0,True,0,0,0,0,0,0
222,7.89,5.0,,1.0,0.0,0.0,False,0,1,1,0,1,0
223,5.31,5.0,,1.0,0.0,100.0,False,1,0,1,1,0,0
224,1.69,5.0,4.6,1.0,0.0,40.0,False,0,0,0,0,1,1
225,5.04,4.9,4.8,1.0,0.0,39.1,True,1,0,1,1,0,1
226,6.8,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
227,17.87,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
228,24.43,5.0,5.0,1.0,0.0,0.0,True,1,0,0,0,0,0
229,2.69,4.7,5.0,1.04,4.9,46.3,False,0,1,1,1,0,1
230,18.61,2.0,1.0,1.0,0.0,100.0,True,0,0,1,0,0,0
231,9.31,4.0,,1.0,0.0,100.0,True,0,0,1,0,0,1
232,7.17,4.3,5.0,1.0,0.0,45.5,True,0,0,1,1,0,1
233,12.96,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
234,10.68,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
235,1.62,5.0,4.0,1.0,0.0,42.9,True,0,0,0,0,1,1
236,7.6,5.0,4.5,1.0,0.0,100.0,False,1,0,1,0,0,0
237,1.53,4.8,5.0,1.09,18.2,45.5,False,0,1,1,1,0,1
238,5.72,5.0,,1.0,0.0,0.0,False,1,0,0,0,0,0
239,16.19,4.3,5.0,1.0,0.0,33.3,False,1,0,1,1,0,1
240,3.28,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,1
241,12.45,4.8,,1.0,0.0,100.0,False,0,1,0,1,0,1
242,6.46,4.9,4.4,1.0,0.0,87.5,True,1,0,1,1,0,1
243,5.05,4.3,5.0,1.13,25.0,25.0,False,0,0,1,0,1,1
244,13.83,4.8,4.5,1.08,16.7,83.3,True,1,0,1,1,0,0
245,3.42,5.0,4.0,1.0,0.0,100.0,False,1,0,0,0,0,0
246,3.04,5.0,5.0,1.38,50.0,50.0,False,0,0,1,0,1,0
247,17.04,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,0
248,19.07,5.0,4.5,1.0,0.0,50.0,False,0,0,1,0,0,1
249,1.13,5.0,5.0,1.0,0.0,100.0,False,0,1,0,1,0,0
250,2.82,4.0,,1.13,50.0,50.0,True,1,0,0,0,0,0
251,8.09,5.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
252,3.34,5.0,,1.15,20.0,100.0,True,0,1,1,0,0,1
253,20.03,5.0,,1.0,0.0,0.0,False,0,1,0,0,1,1
254,5.38,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
255,10.73,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
256,17.63,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
257,6.2,3.0,3.0,1.0,0.0,100.0,True,0,0,0,0,0,0
258,4.56,4.9,2.7,1.0,0.0,45.5,True,1,0,1,0,1,0
259,2.99,4.3,4.2,1.0,0.0,45.5,True,0,0,1,1,0,1
260,3.56,5.0,5.0,1.0,0.0,87.5,False,0,0,1,1,0,1
261,1.59,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
262,0.68,5.0,4.0,1.0,0.0,100.0,False,0,0,1,1,0,0
263,9.15,5.0,4.3,1.0,0.0,66.7,True,0,1,0,1,0,0
264,5.76,5.0,4.5,1.0,0.0,44.4,False,1,0,1,1,0,0
265,3.19,4.7,4.6,1.0,0.0,55.6,True,0,0,1,1,0,1
266,0.7,4.7,4.0,1.0,0.0,100.0,True,0,0,0,1,0,0
267,7.69,5.0,5.0,1.25,25.0,0.0,False,0,0,1,0,1,0
268,1.86,4.5,5.0,1.0,0.0,37.5,True,0,0,1,0,1,1
269,5.82,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,0
270,3.84,5.0,5.0,1.09,12.5,50.0,False,0,1,1,1,0,1
271,2.32,5.0,,1.0,0.0,100.0,True,1,0,0,0,0,0
272,2.37,5.0,,1.0,0.0,0.0,True,0,1,1,0,1,1
273,1.17,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
274,6.0,,2.0,4.0,100.0,0.0,False,1,0,1,0,0,0
275,4.14,5.0,4.6,1.1,15.4,69.2,True,0,0,0,1,0,0
276,3.23,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,1,0
277,1.82,,,1.0,0.0,0.0,False,0,0,1,0,0,0
278,3.29,4.8,5.0,1.0,0.0,0.0,False,1,0,1,0,1,1
279,13.12,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
280,2.51,4.3,4.5,1.21,42.9,14.3,True,0,1,1,1,0,1
281,0.63,5.0,,1.0,0.0,100.0,True,1,0,1,0,1,0
282,1.83,5.0,3.8,1.19,17.6,76.5,False,0,1,1,1,0,0
283,1.88,5.0,4.8,1.08,16.7,33.3,False,1,0,1,1,0,0
284,3.34,4.5,4.0,1.13,25.0,25.0,False,1,0,1,1,0,0
285,7.81,4.8,4.9,1.12,14.8,44.4,True,1,0,1,0,0,1
286,3.57,5.0,,1.0,0.0,0.0,False,1,0,1,0,1,0
287,1.34,5.0,,1.0,0.0,100.0,True,0,0,0,0,1,0
288,3.3,4.7,3.7,1.0,0.0,78.6,True,1,0,1,1,0,1
289,6.71,5.0,,1.0,0.0,0.0,False,1,0,0,0,1,0
290,2.41,4.9,4.9,1.22,27.3,63.6,False,1,0,1,1,0,1
291,8.08,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
292,2.43,5.0,4.2,1.29,14.3,71.4,False,0,1,1,0,1,1
293,0.59,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,0
294,14.51,5.0,,1.0,0.0,0.0,True,0,0,1,0,0,0
295,5.21,5.0,5.0,1.0,0.0,0.0,True,0,1,0,0,0,0
296,2.96,5.0,5.0,1.0,0.0,33.3,False,0,0,1,1,0,1
297,5.93,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,1
298,10.43,5.0,5.0,1.25,100.0,100.0,False,1,0,0,0,0,0
299,1.85,4.6,5.0,1.0,0.0,88.3,False,0,0,0,1,0,1
300,3.03,4.6,5.0,1.23,20.9,56.7,True,0,0,1,1,0,1
301,4.65,5.0,5.0,1.0,0.0,33.3,False,0,0,1,0,1,1
302,2.82,4.8,4.3,1.0,0.0,66.7,False,0,0,0,1,0,0
303,2.05,4.7,5.0,1.0,0.0,33.3,False,0,0,1,0,1,0
304,19.81,5.0,5.0,2.0,50.0,100.0,True,0,0,0,0,1,0
305,7.5,4.8,4.0,1.01,1.7,70.9,True,0,1,1,1,0,1
306,1.64,5.0,5.0,1.0,0.0,0.0,True,0,1,0,0,0,0
307,3.18,4.9,4.6,1.0,0.0,57.1,True,0,0,1,1,0,1
308,4.56,4.5,2.0,1.0,0.0,50.0,False,0,0,1,0,0,1
309,8.07,3.0,,1.0,0.0,100.0,False,0,1,1,0,1,1
310,1.84,5.0,4.0,1.0,0.0,0.0,True,0,0,1,1,0,0
311,4.07,2.5,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
312,2.48,4.9,4.8,1.06,11.7,60.0,True,0,1,0,1,0,1
313,2.34,4.9,4.9,1.0,0.0,23.1,True,0,1,0,0,1,1
314,1.89,4.6,4.8,1.0,0.0,100.0,True,0,0,1,1,0,0
315,11.86,4.0,,1.0,0.0,0.0,False,0,0,1,0,1,1
316,3.83,5.0,5.0,1.04,16.7,66.7,False,1,0,0,1,0,0
317,14.59,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
318,1.43,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,1,1
319,6.46,5.0,5.0,1.0,0.0,33.3,False,0,1,1,0,0,1
320,31.01,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
321,5.21,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
322,14.79,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
323,3.84,4.9,4.5,1.0,0.0,50.0,False,1,0,0,1,0,1
324,7.34,5.0,3.3,1.0,0.0,25.0,False,1,0,1,0,1,0
325,3.13,5.0,4.3,1.0,0.0,100.0,True,0,0,1,0,1,0
326,1.58,5.0,,1.0,0.0,50.0,False,0,0,1,0,0,0
327,4.42,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
328,5.73,5.0,4.8,1.0,0.0,60.0,False,0,1,1,0,0,1
329,7.85,5.0,,1.0,0.0,100.0,False,1,0,0,0,1,0
330,2.88,4.9,4.9,1.03,13.0,65.2,False,0,1,1,1,0,1
331,6.75,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,0,0
332,6.25,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,0,0
333,2.51,4.9,4.5,1.05,8.6,93.1,True,0,1,1,1,0,1
334,5.54,5.0,,1.0,0.0,0.0,True,1,0,1,0,0,0
335,10.1,5.0,5.0,1.0,0.0,50.0,True,1,0,0,1,0,0
336,7.04,5.0,4.0,1.13,25.0,100.0,False,0,0,1,0,0,1
337,3.23,5.0,5.0,1.0,0.0,40.0,True,0,1,0,0,1,1
338,3.95,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,1
339,2.48,4.8,4.9,1.1,8.6,62.9,True,0,1,1,1,0,1
340,1.76,4.8,3.7,1.1,8.3,66.7,True,0,0,1,1,0,1
341,2.41,5.0,5.0,1.0,0.0,50.0,True,1,0,1,0,0,0
342,1.37,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
343,1.55,5.0,3.0,1.0,0.0,25.0,True,1,0,1,0,0,1
344,2.56,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
345,1.64,4.9,5.0,1.02,9.1,81.8,True,0,1,1,1,0,1
346,4.95,4.7,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
347,4.63,5.0,3.5,1.0,0.0,0.0,False,0,0,0,1,0,0
348,18.86,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
